file,nomSociete,evaluation,capitalDetenu,nombreParts,remuneration
965e6aac-bcf8-4656-9ae2-c5c100f9f90c-20171221.xml,Natixis,118,,51,0
965e6aac-bcf8-4656-9ae2-c5c100f9f90c-20171221.xml,LCL Protection 90 FCP,2927,,24,0
965e6aac-bcf8-4656-9ae2-c5c100f9f90c-20171221.xml,LCL Autocall,31589,,308,0
965e6aac-bcf8-4656-9ae2-c5c100f9f90c-20171221.xml,LCL Actions europe,566,,6,0
965e6aac-bcf8-4656-9ae2-c5c100f9f90c-20171221.xml,Amundi action europe,1354,,11,0
967ec67a-9e4b-4f2c-9bea-f96accaa4354-20171221.xml,SCI          [Données non publiées],70640,17,327,78386
967ec67a-9e4b-4f2c-9bea-f96accaa4354-20171221.xml,SCI          [Données non publiées],64000,20,2,0
967ec67a-9e4b-4f2c-9bea-f96accaa4354-20171221.xml,SCI          [Données non publiées],25600,10,1,0
96877f93-ac1e-40db-b340-40741c47f454-20171221.xml,PMA Patrimoine,1173,0,1,0
96877f93-ac1e-40db-b340-40741c47f454-20171221.xml,BPMED,16192,1,1012,192 58
96877f93-ac1e-40db-b340-40741c47f454-20171221.xml,BPMED,10128,1,633,192.38
96877f93-ac1e-40db-b340-40741c47f454-20171221.xml,SCI          [Données non publiées],113353,35,250,0
96877f93-ac1e-40db-b340-40741c47f454-20171221.xml,SCI          [Données non publiées],342095,48,68419,0
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,ADP,1473,,15,0
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,AIR LIQUIDE,7273,,48,129.60
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,AIRBUS,3866,0,35,0
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,ALSTOM,963,,27,0
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,BNP PARIBAS,2396,,46,0
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,BUREAU VERITAS,1352,,49,0
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,DASSAULT SYSTEMES,15368,,320,44.80
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,FDJ,4821,,112,80.10
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,FIGEAC AERO,1911,,380,0
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,MICHELIN,6899,,49,98
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,REXEL,1177,,69,0
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,TOTAL ENERGIES SE,2224,,61,159.44
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,ORANGE,157,,16,9.80
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,ACCIMMO PIERRE SCPI,28000,,150,850
96990322-f9e6-4fff-84ab-365a71275b68-20171221.xml,SOCIETE CENTRALE PREVOIR,690000,,7500,26000
96aa76b2-5fc0-4106-9369-c6e908d5da54-20171221.xml,SCI          [Données non publiées],205698,100,2800,12000€ (loyers)
96be8a8c-7c8a-4d57-bcdb-8221adf170d3-20171221.xml,ENGIE,0,,30,9
96be8a8c-7c8a-4d57-bcdb-8221adf170d3-20171221.xml,SUEZ ENVIRONNEMENT,600,,29,1338
96d69065-75f6-497c-a8c1-fb8c7fc30e4e-20171221.xml,SCI          [Données non publiées],500,50,1,0 €
96dcc977-7d21-49c2-a1fc-a586b7c913ab-20171221.xml,3J FINANCE,950000,90,90,0
96dcc977-7d21-49c2-a1fc-a586b7c913ab-20171221.xml,SCI          [Données non publiées],450000,99,99,60000 euros de loyers perçus
96ef2cd7-ba36-4652-b3ab-4e57ed373b57-20171221.xml,Arkema,2917,,23,0
96ef2cd7-ba36-4652-b3ab-4e57ed373b57-20171221.xml,Mauna Kea Teck,1454,,133,0
970d6720-16af-429c-9e4a-2f8eec6687d4-20171221.xml,SCI          [Données non publiées],4000,2,20,358 € Brut en 2020
9710aa85-9332-4c49-a33c-4d3bcbeca543-20171221.xml,Société Atos,29500,0,501,0
971d6353-b06c-417b-8376-2bee0e68b360-20171221.xml,Sas le chant des cigales,0,50,50,0
97366c8c-f626-4075-ac4c-aa47dde18c62-20171221.xml,SCI          [Données non publiées],274,90,18,0
97366c8c-f626-4075-ac4c-aa47dde18c62-20171221.xml,EURL Pharmacie IMBERT,1176754,100,27347,0
973c9bdb-16c8-4ccf-bfb1-cd2c400f958d-20171221.xml,SICAV FCP,12507,,109,0
973c9bdb-16c8-4ccf-bfb1-cd2c400f958d-20171221.xml,ASSURANCE-VI & CAPIT : ANTARIUS AVENIR,2629,,0,0
973c9bdb-16c8-4ccf-bfb1-cd2c400f958d-20171221.xml,ASSURANCE-VI & CAPIT : ANT.HORIZON PREM.,1248,,0,0
975dacb1-7601-4c1f-8168-2747b57cf3a9-20171221.xml,NOUGEIN SA,27168,0,12,1608
975dacb1-7601-4c1f-8168-2747b57cf3a9-20171221.xml,NOUGEIN SA,5341908,52,7865,1053910
975dacb1-7601-4c1f-8168-2747b57cf3a9-20171221.xml,SCI          [Données non publiées],10000,2,1000,0
976c9ecf-ac0b-45d7-91bc-af352174310a-20171221.xml,SCI          [Données non publiées],75,100,100,0
976c9ecf-ac0b-45d7-91bc-af352174310a-20171221.xml,SCI          [Données non publiées],75,100,100,0
976c9ecf-ac0b-45d7-91bc-af352174310a-20171221.xml,SCI          [Données non publiées],100,33,0,0
976c9ecf-ac0b-45d7-91bc-af352174310a-20171221.xml,SFPCOLLECTIVITES,94050,20,9405,0
976c9ecf-ac0b-45d7-91bc-af352174310a-20171221.xml,SARL LES 3G,100,33,10,0
976c9ecf-ac0b-45d7-91bc-af352174310a-20171221.xml,ANGEVINE DE CONSTRUCTION,500,50,50,0
976c9ecf-ac0b-45d7-91bc-af352174310a-20171221.xml,COLBERT,100,33,100,0
9778eb26-6250-43fb-8a15-517153617288-20171221.xml,ENERGIO,600000,100,2600,10000
9778eb26-6250-43fb-8a15-517153617288-20171221.xml,ALTER-NEGO,12000,100,150,26000
97aa915a-a1df-4445-b88c-ce0e564b8b68-20171221.xml,Air Liquide,91725,,701,0
97afc158-4c55-4844-9942-e785930a1414-20171221.xml,BASE CAMP TRADING LTD,200,10,200,Aucune
97b6b968-06f7-48e2-8888-ca14db6e21c2-20171221.xml,ENERCOOP,100,,1,0
97c03655-be58-48d5-b7c5-97684eb3f51a-20171221.xml,SCI          [Données non publiées],1485,99,99,0
97f87fe3-b50a-4424-8652-5382019ed7f0-20171221.xml,NEANT,0,0,0,NEANT
9816ad93-3193-4da0-9a41-05f464c02aad-20171221.xml,Sci          [Données non publiées],115000,50,50,Aucune
98275a95-8eab-4bdc-89c4-f5fa0e8cc6a7-20171221.xml,cerp rhin rhone,440652,0,23691,"6928,32 en octobre 2016 9336 BRUT OCTOBRE 2019"
98275a95-8eab-4bdc-89c4-f5fa0e8cc6a7-20171221.xml,cerp Lorraine,5280,0,330,"100,58 EN 2016 103,95EN2019"
98275a95-8eab-4bdc-89c4-f5fa0e8cc6a7-20171221.xml,filopix,0,0,0,0
98275a95-8eab-4bdc-89c4-f5fa0e8cc6a7-20171221.xml,SC         [Données non publiées],193684,0,4,0
98275a95-8eab-4bdc-89c4-f5fa0e8cc6a7-20171221.xml,SCI          [Données non publiées],212837,0,2,0
98275a95-8eab-4bdc-89c4-f5fa0e8cc6a7-20171221.xml,SCI          [Données non publiées],39525,11,10,0
983c27bc-1977-4665-bca3-796ac3fcf157-20171221.xml,SASU          [Données non publiées],10000,100,100,75000
983ced81-7277-486b-ad5b-2f4e0d1ade96-20171221.xml,SCI         [Données non publiées],50000,5,5,0
98417d10-49da-455e-87a3-48ada54064bc-20171221.xml,Crédit Agricole         [Données non publiées],30,,20,0 25 euros
984faf55-8ff1-40f7-ba62-dc0af4002f26-20171221.xml,SCI         [Données non publiées],500,50,50,0
984ff5d5-4059-401e-8508-7356728df44f-20171221.xml,sarl beach,584416,84,2520,13500 en 2015 6750 en 2016 5000 en 2019 0 en 2020 40500 en 2022
984ff5d5-4059-401e-8508-7356728df44f-20171221.xml,sarl new holding lmb,17000,1,48,0
984ff5d5-4059-401e-8508-7356728df44f-20171221.xml,snc tbjl,0,3,30,0
984ff5d5-4059-401e-8508-7356728df44f-20171221.xml,sci          [Données non publiées],37303,47,47,0
984ff5d5-4059-401e-8508-7356728df44f-20171221.xml,sci          [Données non publiées],136635,49,14700,0
984ff5d5-4059-401e-8508-7356728df44f-20171221.xml,sci          [Données non publiées],371159,50,2500,0
984ff5d5-4059-401e-8508-7356728df44f-20171221.xml,sci          [Données non publiées],420091,50,2500,0
984ff5d5-4059-401e-8508-7356728df44f-20171221.xml,sci          [Données non publiées],153383,50,2000,0
984ff5d5-4059-401e-8508-7356728df44f-20171221.xml,air france,12622,,1520,Aucune rémunération perçue.
984ff5d5-4059-401e-8508-7356728df44f-20171221.xml,air france,747,,90,0
984ff5d5-4059-401e-8508-7356728df44f-20171221.xml,Osmosun,2395,,500,0
984ff5d5-4059-401e-8508-7356728df44f-20171221.xml,safran,4052,,20,0
985b6ddc-fd24-431e-98ce-5ce7321a5257-20171221.xml,SCI          [Données non publiées],164,0,1,0
985b6ddc-fd24-431e-98ce-5ce7321a5257-20171221.xml,SCI          [Données non publiées],10,0,1,0
985b6ddc-fd24-431e-98ce-5ce7321a5257-20171221.xml,GM,150000,50,50,32594 €
985b6ddc-fd24-431e-98ce-5ce7321a5257-20171221.xml,SCI         [Données non publiées],142000,0,50,0
985b6ddc-fd24-431e-98ce-5ce7321a5257-20171221.xml,SCI         [Données non publiées],10000,0,1,"17,99 €"
9891804b-e622-44a9-90c8-f0155744d3da-20171221.xml,SNC JOUBERT 32,1,19,1938,0
9891804b-e622-44a9-90c8-f0155744d3da-20171221.xml,SNC NIEL A 5,1,17,1732,0
9891804b-e622-44a9-90c8-f0155744d3da-20171221.xml,SNC RIVOLI B 44,1,5,520,0
9891804b-e622-44a9-90c8-f0155744d3da-20171221.xml,SNC DROUOT M 55,1,12,1206,0
9891804b-e622-44a9-90c8-f0155744d3da-20171221.xml,SNC RIVOLI B 86,1,23,2378,0
9891804b-e622-44a9-90c8-f0155744d3da-20171221.xml,SNC TERNES I 8,1,16,1674,0
9891804b-e622-44a9-90c8-f0155744d3da-20171221.xml,SNC SALAZIE LOCATION 2140,1,14,1437,0
9891804b-e622-44a9-90c8-f0155744d3da-20171221.xml,HONU LOC 3,1,1,120,0
989c1612-ed9e-45bb-a5bb-0d09de9b1862-20171221.xml,SCI         [Données non publiées],28571,95,1000,0
989e8834-7987-4d9b-a32e-7702576528bb-20171221.xml,Andalcress,57000,14,75,17000 euros de dividendes en 2020
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,Edenred,2970,,62,"37,33"
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,Hermès,17449,,19,"60,54"
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,Air Liquide,68959,,511,"939,10"
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,Covivio,3432,,52,"167,45"
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,ACCOR,1866,,62,"45,58"
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,Sanofi,3272,,42,"90,27"
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,Danone,4360,,80,"108,65"
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,Natixis,1794,,450,"245,71"
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,LVMH,212000,,400,1736
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,Vivendi,3226,,124,"43,41"
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,Altria,5379,,150,"237,63"
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,Merck,1535,,25,"26,92"
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,Philip Morris,10667,,150,"424,80"
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,Bayer,6750,,125,"166,7"
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,Lanxess,730,,12,"5,16"
98ad19eb-b842-424c-aefa-c6ad3796d14f-20171221.xml,ENGIE,313,,24,"12,61"
98e811c7-31d1-438c-bb7f-2e17ad49d6fb-20171221.xml,SARL          [Données non publiées],1251229,100,500,remuneration 2019 73 000€
98e811c7-31d1-438c-bb7f-2e17ad49d6fb-20171221.xml,sci          [Données non publiées],120000,20,20,0
98e811c7-31d1-438c-bb7f-2e17ad49d6fb-20171221.xml,sci         [Données non publiées],150000,99,99,0
98e811c7-31d1-438c-bb7f-2e17ad49d6fb-20171221.xml,sci          [Données non publiées],150000,15,3,6900
98f417f0-1644-4563-8704-4b3288290143-20171221.xml,SCI          [Données non publiées],60000,33,34,8200
98f417f0-1644-4563-8704-4b3288290143-20171221.xml,SCP          [Données non publiées],744300,20,827,66886
9913cb55-e2c4-4beb-8929-0be9bed53265-20171221.xml,SCIC Bois energie 41,100,,2,0
9913cb55-e2c4-4beb-8929-0be9bed53265-20171221.xml,GFA          [Données non publiées],45090,32,447,0
9913cb55-e2c4-4beb-8929-0be9bed53265-20171221.xml,ADP,1407,0,12,0
9913cb55-e2c4-4beb-8929-0be9bed53265-20171221.xml,Crédit Agricole,748,0,53,0
9913cb55-e2c4-4beb-8929-0be9bed53265-20171221.xml,ENGIE,741,0,46,0
9913cb55-e2c4-4beb-8929-0be9bed53265-20171221.xml,VEOLIA,888,0,30,0
9913cb55-e2c4-4beb-8929-0be9bed53265-20171221.xml,Bio UV,201,0,100,0
9913cb55-e2c4-4beb-8929-0be9bed53265-20171221.xml,DONTNOD,11,0,6,0
9913cb55-e2c4-4beb-8929-0be9bed53265-20171221.xml,KALRAY,165,0,35,0
9913cb55-e2c4-4beb-8929-0be9bed53265-20171221.xml,LUCIBEL ACT,47,0,200,0
9913cb55-e2c4-4beb-8929-0be9bed53265-20171221.xml,NEOEN,1937,0,50,0
9913cb55-e2c4-4beb-8929-0be9bed53265-20171221.xml,Crédit Agricole,40,40,2,0
9913cb55-e2c4-4beb-8929-0be9bed53265-20171221.xml,SCIC du Rapiquin,1000,50,200,0
991b0717-b012-4981-9668-d04e84ebfd7d-20171221.xml,SNC CID,0,10,10,- 225
991b0717-b012-4981-9668-d04e84ebfd7d-20171221.xml,Hermes International,1435,,2,0
991b0717-b012-4981-9668-d04e84ebfd7d-20171221.xml,Air Liquide,13701,,97,473
991b0717-b012-4981-9668-d04e84ebfd7d-20171221.xml,CM CIC Europe,11175,,1530,0
991b0717-b012-4981-9668-d04e84ebfd7d-20171221.xml,CPR SILVER,9065,,4133,0
991b0717-b012-4981-9668-d04e84ebfd7d-20171221.xml,LVMH,20090,,50,310
991b0717-b012-4981-9668-d04e84ebfd7d-20171221.xml,SCI          [Données non publiées],625000,25,375527,6014
991b0717-b012-4981-9668-d04e84ebfd7d-20171221.xml,SARL          [Données non publiées],2583560,34,172,0
9920cf61-422f-49c8-ab08-30e147f688b4-20171221.xml,SARL Magasin Maeva,80,10,10,Aucune rémunération nu gratification perçue
9934a75c-f7a4-470d-b281-623044d4cec6-20171221.xml,banque populaire,736,,0,46
994edc3e-70be-4dd1-9eb5-a933d8708df1-20171221.xml,GAEC          [Données non publiées],139500,50,620,9042
994edc3e-70be-4dd1-9eb5-a933d8708df1-20171221.xml,SCI          [Données non publiées],20750,50,100,2069
99623141-6447-4d92-8dc9-0a4ef10ae531-20171221.xml,SCI          [Données non publiées],68038,33,33,0
9962802d-05f9-4b00-8f4b-b2e0b15ef4cc-20171221.xml,Air liquide,33158,0,235,10750€
9962802d-05f9-4b00-8f4b-b2e0b15ef4cc-20171221.xml,BNP Paribas,841,0,23,- 705€
9962802d-05f9-4b00-8f4b-b2e0b15ef4cc-20171221.xml,Danone,3841,0,67,-654€
9962802d-05f9-4b00-8f4b-b2e0b15ef4cc-20171221.xml,l'oreal,14070,0,50,5250€
9962802d-05f9-4b00-8f4b-b2e0b15ef4cc-20171221.xml,Total,2273,0,71,- 795€
9962802d-05f9-4b00-8f4b-b2e0b15ef4cc-20171221.xml,Nestlé,12730,0,125,3760€
997d89b1-2ed7-49c4-8f31-b61234df8747-20171221.xml,SARL HORTIFINANCE,900000,100,3000,0
99e76e31-6136-49f2-a8b7-b0b9509a776b-20171221.xml,SCI          [Données non publiées],97000,50,200,Quote-part revenus fonciers environ 9 000 € chaque année
99e76e31-6136-49f2-a8b7-b0b9509a776b-20171221.xml,LVMH,2014,,3,12 € de dividendes
99e76e31-6136-49f2-a8b7-b0b9509a776b-20171221.xml,SCHNEIDER,1811,,8,28 € de dividendes
99e76e31-6136-49f2-a8b7-b0b9509a776b-20171221.xml,AXA,1315,,38,75 € de dividendes
99e76e31-6136-49f2-a8b7-b0b9509a776b-20171221.xml,ARKEMA,460,,5,15 € de dividendes
99e76e31-6136-49f2-a8b7-b0b9509a776b-20171221.xml,BNP PARIBAS,7743,,126,405 € de dividendes
99e76e31-6136-49f2-a8b7-b0b9509a776b-20171221.xml,TOTALENERGIES,14610,,241,761 € de dividendes
99e76e31-6136-49f2-a8b7-b0b9509a776b-20171221.xml,NOVO NORDISK,1370,,11,4 € de dividendes
99e76e31-6136-49f2-a8b7-b0b9509a776b-20171221.xml,STMICROELECTONICS,772,,28,4 € de dividendes
99f6bbf9-a44d-45c8-9c61-a62b7679476c-20171221.xml,Andalcress S.L,57000,14,75,17000 euros de dividendes en 2021
9a331be2-0310-48fc-a725-bb6504bc5550-20171221.xml,SCI         [Données non publiées],78400,98,98,Aucune rémunération perçue depuis la création de la SCI
9a355ffd-c786-4cd4-877c-a69fbb9cfd65-20171221.xml,SCI          [Données non publiées]              [Données non publiées],295111,42,74010,0
9a4ab510-fc6d-4e91-86c2-5024d70981a2-20171221.xml,SCI          [Données non publiées],100000,50,510,12685
9a4ab510-fc6d-4e91-86c2-5024d70981a2-20171221.xml,SCM IMHOTEP         [Données non publiées],114,50,75,0
9a5d4d9f-9ebb-42d4-b593-ca0c6f42721c-20171221.xml,SASU          [Données non publiées],8000,100,8000,0
9a74bff8-a5eb-44ba-9817-489155ac77ac-20171221.xml,SCPI ATOUT PIERRE DIVERSIFICATION,8000,,5,180 € / an
9a9e5760-2ffc-47b9-af7c-83544cca200b-20171221.xml,SCI          [Données non publiées],88110,26,660,0
9a9e5760-2ffc-47b9-af7c-83544cca200b-20171221.xml,GFA          [Données non publiées],7500,96,87,0
9a9e5760-2ffc-47b9-af7c-83544cca200b-20171221.xml,SASU Cabinet JP VOGEL LE MANS,600000,100,100,0
9a9e5760-2ffc-47b9-af7c-83544cca200b-20171221.xml,SCI          [Données non publiées],10,1,1,0
9a9e5760-2ffc-47b9-af7c-83544cca200b-20171221.xml,SA ALTEXA LE MANS,373520,9,92,voir rubrique 1 et 3 ( non cumulatives )
9a9e5760-2ffc-47b9-af7c-83544cca200b-20171221.xml,SARL Panorama de la haute venelle LE MANS,257000,16,100,NEANT
9ab4dc9f-35b0-4cfd-8483-216def85b2a4-20171221.xml,SCI          [Données non publiées],578,33,69,aucune
9ab4dc9f-35b0-4cfd-8483-216def85b2a4-20171221.xml,SARL Hiriani,335,40,40,aucune
9ab91edf-f55c-4390-9928-16cbedc705b3-20171221.xml,Sicav PEA TITRES,573,,5,573
9ab96704-b8c1-4cb2-ad53-4434e397a020-20171221.xml,caisse d'épargne,300,,15,O
9ab96704-b8c1-4cb2-ad53-4434e397a020-20171221.xml,SCPI          [Données non publiées],82110,,391,3284 Euros
9ab96704-b8c1-4cb2-ad53-4434e397a020-20171221.xml,SCPI          [Données non publiées],80154,,73,3284 Euros
9ab96704-b8c1-4cb2-ad53-4434e397a020-20171221.xml,Crédit agricole,13825,,13825,269 euros
9ad7a627-a08c-4419-9c39-9a0c51d06bef-20171221.xml,MAZARS,255269,0,3697,Déjà indiqué dans le chapitre activités professionnelles
9ad7a627-a08c-4419-9c39-9a0c51d06bef-20171221.xml,SCI          [Données non publiées],32500,50,40,0
9ad7a627-a08c-4419-9c39-9a0c51d06bef-20171221.xml,SCI         [Données non publiées],500,100,100,0
9ad7a627-a08c-4419-9c39-9a0c51d06bef-20171221.xml,SCI          [Données non publiées],67500,50,150,0
9ad7a627-a08c-4419-9c39-9a0c51d06bef-20171221.xml,SCI         [Données non publiées],5000,40,40,0
9ad7a627-a08c-4419-9c39-9a0c51d06bef-20171221.xml,SC          [Données non publiées],999,99,100,0
9ad7a627-a08c-4419-9c39-9a0c51d06bef-20171221.xml,SCI          [Données non publiées],0,40,40,0
9ad7a627-a08c-4419-9c39-9a0c51d06bef-20171221.xml,SARL LES 4 JADES,1,99,99,0
9ad7a627-a08c-4419-9c39-9a0c51d06bef-20171221.xml,SAS CATALPAS,3200,32,3200,0
9ad7a627-a08c-4419-9c39-9a0c51d06bef-20171221.xml,SAS L’épicerie Saint Joseph,1,0,1,0
9ad7a627-a08c-4419-9c39-9a0c51d06bef-20171221.xml,AIR LIQUIDE,146300,0,1100,0
9ad7a627-a08c-4419-9c39-9a0c51d06bef-20171221.xml,PIERRE VACANCES,8680,0,10850,0
9ae7414d-72ed-4c49-96de-b55be133f419-20171221.xml,PEA BNP,23000,,772,0
9ae9474e-04bc-4648-90d1-0573242915e9-20171221.xml,SCI          [Données non publiées],500,50,50,0
9afb2d74-a204-412d-b6ca-dc608772bcce-20171221.xml,SARL SAINT ROZAIRE,0,100,500,0
9afb2d74-a204-412d-b6ca-dc608772bcce-20171221.xml,SARL PIERROT SPORTS,80000,50,400,0
9afb2d74-a204-412d-b6ca-dc608772bcce-20171221.xml,SCI         [Données non publiées],221667,16,300,3653 € (2020)
9afb2d74-a204-412d-b6ca-dc608772bcce-20171221.xml,SCI          [Données non publiées],206264,50,2287,8888 € (2020)
9afb2d74-a204-412d-b6ca-dc608772bcce-20171221.xml,BP AURA,320,0,1,0
9afe42ba-9657-4a0d-8806-16f01556b460-20171221.xml,SCI          [Données non publiées],90000,10,10,4696 € en 2021
9afe42ba-9657-4a0d-8806-16f01556b460-20171221.xml,SCI          [Données non publiées],200000,25,25,0
9afe42ba-9657-4a0d-8806-16f01556b460-20171221.xml,Myvetdev,20041,,409,0
9afe42ba-9657-4a0d-8806-16f01556b460-20171221.xml,Vetdev,10000,,10000,0
9b1af0e1-7bf7-4d8a-9771-96dd2f93c59b-20171221.xml,SCI          [Données non publiées],180000,45,45,0
9b376b32-078a-4067-9225-ce76134d175b-20171221.xml,Groupement Forestier          [Données non publiées],24674,30,82245,0
9b49f802-82af-4e08-8e63-73a4b51f00b6-20171221.xml,SCI          [Données non publiées],260000,50,1000,Aucune
9b4b50cc-2c3d-4438-aefc-48d35b6d0c80-20171221.xml,ANTARES GROUPE,500,50,50,0
9b4b50cc-2c3d-4438-aefc-48d35b6d0c80-20171221.xml,SCI          [Données non publiées],450,45,45,0
9b4b50cc-2c3d-4438-aefc-48d35b6d0c80-20171221.xml,SCI          [Données non publiées],450,45,45,0
9b4b50cc-2c3d-4438-aefc-48d35b6d0c80-20171221.xml,SCI         [Données non publiées],300,30,30,0
9b4b50cc-2c3d-4438-aefc-48d35b6d0c80-20171221.xml,SCI          [Données non publiées],340,,34,0
9b4b50cc-2c3d-4438-aefc-48d35b6d0c80-20171221.xml,ANTARES Avocats,20,1,1,0
9b512721-f405-45a5-91cc-76d6ee2743af-20171221.xml,PC Immo,5000,60,60,0
9b652f84-a095-4dd3-b391-f330ce844b1c-20171221.xml,SELARL DURIMEL & BANGOU,21000,70,21,84000
9b652f84-a095-4dd3-b391-f330ce844b1c-20171221.xml,SCI          [Données non publiées],180000,92,50,20000
9b665054-c136-4d4e-b20a-abbc93458d77-20171221.xml,Part sociale Crédit agricole          [Données non publiées],1062,,1062,0
9b665054-c136-4d4e-b20a-abbc93458d77-20171221.xml,ENGIE,778,,8,0
9b76c0c8-1f7d-4340-972d-c70b2fb23848-20171221.xml,SAS GMC ACCESS,700,7,700,0
9b76c0c8-1f7d-4340-972d-c70b2fb23848-20171221.xml,GMC MOD,357,3,357,Aucune
9b76c0c8-1f7d-4340-972d-c70b2fb23848-20171221.xml,GMC SERVICES,1330,6,1330,AUCUNE
9b76c0c8-1f7d-4340-972d-c70b2fb23848-20171221.xml,GMC PRO,665,6,665,0
9b8795cb-dae7-42b8-a6c5-455a6e728ef7-20171221.xml,SCI         [Données non publiées],617400,30,45,0
9b8795cb-dae7-42b8-a6c5-455a6e728ef7-20171221.xml,INTERGESTION (Cristal Rente),120204,,235,8986 € brut
9b8795cb-dae7-42b8-a6c5-455a6e728ef7-20171221.xml,TACOUN Monique,165376,100,1,8253 € brut
9b95be17-033f-4d60-8b7a-f3d0efa79536-20171221.xml,Orchidees Phil Vacherot Lecoufle,40000,50,1885,6131
9b95be17-033f-4d60-8b7a-f3d0efa79536-20171221.xml,Actions MICHELIN,528076,,3903,"Revenus des actions en 2019 = 14.441 € brut, net 10.109€; en 2020 = 7.806 € brut, net 5.464€; en 2021 = 8.977€ brut, net 6.284€"
9b95be17-033f-4d60-8b7a-f3d0efa79536-20171221.xml,BICS,117800,,100,0
9ba966bf-2460-46c4-9498-19a8bb487363-20171221.xml,sci          [Données non publiées],1000,70,70,0
9ba966bf-2460-46c4-9498-19a8bb487363-20171221.xml,EURL RL Détection,541743,100,100,82 000 euros
9ba966bf-2460-46c4-9498-19a8bb487363-20171221.xml,RL Détection OI,1000,100,100,0 euros
9bb5c02e-0403-49dd-98c5-c9a481cc4861-20171221.xml,SCI         [Données non publiées],1000,50,1,0
9bb5c02e-0403-49dd-98c5-c9a481cc4861-20171221.xml,SLE VIENNE BOURGOIN-J ND,200,,10,13
9bb5c02e-0403-49dd-98c5-c9a481cc4861-20171221.xml,CREDIT AGRICOLE - FR0000045072,123,0,9,0
9bbfaf2e-91a5-4a42-8a02-dfce279d2dd3-20171221.xml,SARL          [Données non publiées],225754,99,99,0
9bbfaf2e-91a5-4a42-8a02-dfce279d2dd3-20171221.xml,SCI          [Données non publiées],339155,50,50,0
9bc8526f-780d-45f0-850d-5de3cd2a9d9a-20171221.xml,SCI          [Données non publiées],4000,2,20,358 € Brut en 2020
9bec22ff-fc1b-4a10-9275-5812103f510c-20171221.xml,SARL Les corderies,500,50,1,0
9becce09-2f12-42e0-ad78-5418329dc8c4-20171221.xml,Credit-Mutuel,8,0,1,Néant
9bef07ad-d6b6-4343-83f6-9603d3be0718-20171221.xml,SCI         [Données non publiées],15000,16,15000,0
9bf85288-101b-4a0d-aff0-3bc8b7e60283-20171221.xml,creditmutuel,2048,,2048,2%
9c063874-da20-4a2f-88b9-2ffd1b8cb904-20171221.xml,CIERC ENERCO,800,,40,0
9c063874-da20-4a2f-88b9-2ffd1b8cb904-20171221.xml,Cowatt,200,,2,0
9c064bc1-6819-4203-907e-72891f9ad676-20171221.xml,Groupement forestier          [Données non publiées],349000,10,484,Dividendes : 2018 et 2019 : 5 000 2020 : 6 000 2021 : 5 000 2022 : 4 000 2023 : 3 000
9c064bc1-6819-4203-907e-72891f9ad676-20171221.xml,groupement foncier agricole          [Données non publiées],58800,10,87,Dividendes : 2018 à 2020 : 2 000 / an 2021 à 2023 : 5 000 / an
9c064bc1-6819-4203-907e-72891f9ad676-20171221.xml,Groupement Forestier          [Données non publiées],40000,2,170,Dividendes : 2018 : 2 890 2019 : 2 890 2020 : 1 649 2021 : 2 465 2022 : 2 805 2023 : 1 330
9c064bc1-6819-4203-907e-72891f9ad676-20171221.xml,SCM Saint Louis en Vallage,1950000,14,1400,Dividendes 2018 : 3633 2019 : 3633 2020 : 18 166 2021 : 0 2022 : 5998 2023 : 0
