nom,declaration_count,total_wealth
chartreux,2,8513448.0
Bouyssou,2,500.0
Bigot,2,63715.0
briand,2,691165382.0
brin,2,0.0
brissard,2,320964.0
brochot,2,224850.0
Brule Delahaye,2,0.0
Bres,2,210000.0
Bresson,2,0.0
Briante Guillemont,2,0.0
Braun-Pivet,2,3311904.0
calvez,2,0.0
brossel,2,0.0
cambon,2,432094.0
Buffet,2,0.0
Bui-Xuan Picchedda,2,2004.0
Brouille,2,0.0
bienaimé,2,0.0
bisson,2,0.0
blanc,2,0.0
blanchard,2,60000.0
Burgoa,2,0.0
brossat,2,0.0
cambier,2,0.0
chabot,2,0.0
chaline,2,0.0
catillon,2,0.0
cazard,2,0.0
Bourdeau,2,0.0
Boureau,2,0.0
Bourel,2,0.0
Boulogne,2,17183.0
Boumertit,2,0.0
brulin,2,0.0
Bouquet,2,67064.0
Branco,2,1000.0
Bourgeois,2,35200.0
Bourleau,2,114213.0
Bourouaha,2,0.0
bouyx,2,454.0
braive,2,0.0
brenier,2,0.0
breuilh,2,0.0
bothorel,2,0.0
Bounes,2,7644.0
BUX,2,0.0
delaire,2,83925.0
delattre,2,0.0
demas,2,10500.0
demois,2,0.0
de Pélichy,2,1350800.0
de Waziers,2,0.0
de Lépinau,2,643434.0
Barbier,2,0.0
Billard,2,0.0
de la Verpillière,2,647400.0
de russé,2,110415.0
de scorraille,2,0.0
degruelle,2,0.0
de NICOLAY,2,8000000.0
Barrot,2,35328.0
Baudoux,2,0.0
Barrouillet,2,0.0
Barthès,2,5836.0
Barusseau,2,0.0
Bardisa,2,0.0
BROCARD,2,0.0
BROSSET,2,1000.0
BROSSIER,2,0.0
BROU,2,100.0
BROUILLET,2,0.0
BRUYEN,2,0.0
BUCHERT,2,0.0
BUCHOU,2,0.0
Battail,2,2362040.0
BUTCHER,2,8332.0
BUNLON,2,0.0
BUREAU,2,0.0
BURGY,2,0.0
BRUTHE,2,22950.0
BRUTUS,2,0.0
Balage El Mariky,2,0.0
Balanant,2,0.0
Balandraud,2,0.0
Baldy,2,186000.0
BURON,2,0.0
Battistel,2,0.0
cuvelier,2,7200.0
Benbrahim,2,14.0
Benmokhtar,2,0.0
de Bonet d Oléon,2,452.0
de Bourrousse,2,5000000.0
de COURSON,2,124245.0
de Cidrac,2,0.0
Bertran,2,0.0
Berger,2,0.0
Bassani,2,0.0
Benassy,2,0.0
Bessac,2,0.0
Besse,2,0.0
Besson,2,0.0
Bernhardt,2,0.0
Bichet,2,83516.0
Bienvenu,2,0.0
Bouchier,2,0.0
Bouchoux,2,0.0
Boudineau,2,8120.0
Bernalicis,2,0.0
Bataille,2,0.0
Bay,2,91725.0
Bazin-Malgras,2,112594.0
Berville,2,182.0
Beaugendre,2,0.0
Beaulande,2,0.0
Becousse,2,0.0
Baume,2,1000.0
Belhomme,2,0.0
Belin,2,0.0
cueff,2,27190.0
Bellamy,2,0.0
de Comarmond,2,0.0
de LA HAMAYDE,2,0.0
Belluco,2,200.0
Belot,2,149694.0
Belouassa Cherifi,2,0.0
dardant,2,0.0
dauchelle,2,205000.0
creugnet,2,0.0
croizard,2,0.0
Bell-lloch,2,0.0
Wilsius,2,0.0
XOWIE,2,0.0
YADAN,2,158665.0
CHERRIER,2,0.0
CHAVANON,2,5000.0
CHAVENT,2,49348.0
CHAVEROT,2,22385.0
CHEDOUTEAUD,2,0.0
CHEKHEMANI,2,0.0
blin,2,4800.0
CHESNEAU,2,200.0
CHENEVARD,2,361147.0
CHEREAU-NEMAZINE,2,0.0
WARSMANN,2,1080526.0
WATTEBLED,2,2.0
WAUQUIEZ,2,9802.0
Vogel,2,20695052.0
Voisin,2,0.0
CIUNTU,2,0.0
CHOPARD,2,0.0
CHIKIROU,2,261706.0
CHIAVASSA,2,119880.0
alleman,2,50000.0
ZOBDA,2,48000.0
ZELTZ,2,0.0
ZIEGLER,2,1700.0
CHARLIER,2,0.0
CHARPENTIER,2,790.0
CHARRE,2,0.0
CHANFI,2,0.0
Youssouf,2,0.0
CHAPUIS,2,0.0
achalme,2,8450.0
CHAUVEAU,2,50.0
CHASSEING,2,700000.0
Weber,2,0.0
Wehrling,2,0.0
Weiss,2,2.0
WOITIER,2,10100.0
YOUSSOUFFA,2,0.0
Yon-Courtin,2,378.0
CHAPEL,2,0.0
Violland,2,16.0
CONAN,2,0.0
CONCONNE,2,0.0
COLLART,2,500000.0
COLOM,2,240000.0
COLOMBANI,2,950.0
COLOMBIER,2,751187.0
COHEN,2,200.0
COPPOLA,2,0.0
CHOUVIER,2,0.0
CORBIERE-FAUVEL,2,0.0
CORBISEZ,2,20215.0
COMBELLE,2,0.0
Vaginay,2,0.0
Valerie,2,0.0
VOITURIEZ,2,0.0
VOLPATO,2,0.0
VON-PINE,2,1200000.0
VIROULAUD,2,743.0
CORMIER épse ANDRE,2,12800.0
COQUELET,2,0.0
CHRISTOPHE,2,70150.0
WEILL,2,972288.0
WAROT,2,0.0
CLAVE,2,0.0
CLEMENT,2,0.0
CLEMENTE,2,2336.0
CIETERS,2,0.0
CIGANA,2,0.0
CINEUX,2,0.0
CIOTTI,2,0.0
Villedieu,2,0.0
Wallart,2,0.0
CLICQ,2,38817.0
CLÉMENT,2,0.0
CLAUDE,2,0.0
Vigier,2,0.0
Vigneron,2,0.0
Verdier,2,9800.0
Verien,2,0.0
COINTAT,2,0.0
Vigouroux,2,0.0
WOYNAROSKI,2,0.0
CALMELLY,2,0.0
benoit,2,0.0
CAPS,2,0.0
CAPUS,2,0.0
CARCHON,2,0.0
CAREIL,2,152.0
CANTALOUBE,2,5357.0
bertrand,2,54000.0
bertucat,2,90.0
CHEVROLLIER,2,46268.0
belleil,2,44120.0
ben cheikh,2,0.0
bennacer,2,0.0
beaujouan,2,0.0
badenas,2,83000.0
baile,2,5260.0
barenton guillas,2,2.0
barret,2,0.0
barruel,2,185875.0
CAROIT,2,0.0
besnard,2,2300.0
bohl,2,0.0
bonnecarrere,2,170.0
CADIOU,2,100.0
CADUDAL,2,0.0
Bécart,2,0.0
Bélim,2,0.0
Bénard,2,0.0
Bénévise (Graindorge),2,0.0
boudet,2,0.0
boutenegre,2,0.0
CANOVA,2,0.0
CABANIS,2,0.0
CADEC,2,54426.0
CAMARA,2,0.0
CASTRO,2,90.0
CATHERINE,2,0.0
CATTIN,2,5000.0
CAPDEPON,2,0.0
CANARD,2,157500.0
CANAYER,2,188997.0
CANICAVE,2,0.0
Bône,2,0.0
CERINO,2,31798.0
CHABAL,2,0.0
CAUDRON,2,0.0
CAUWET,2,0.0
CAVITTE,2,30620.0
CHALUMEAU,2,2000.0
CHAMBARET,2,0.0
CHAILLEUX,2,0.0
CHAILLOU,2,0.0
CARON-DECROIX,2,0.0
arik,2,0.0
arsac,2,39000.0
amoros,2,0.0
andreu sabater,2,0.0
angeletti,2,0.0
apourceau-poly,2,303865.0
ZILIO,2,600.0
ZAMMIT-POPESCU,2,0.0
ZANNETTACCI,2,0.0
CHEVREAU,2,0.0
CHAIMOVITCH,2,0.0
barthelet,2,0.0
baylac,2,0.0
bazile,2,97648.0
CARPENTIER,2,0.0
CARRERE-GEE,2,9440.0
CARRIQUE,2,0.0
CARROT TANNEAU,2,0.0
CARILLON,2,5000.0
CAUCHE,2,0.0
CARRÈRE,2,0.0
CEDILEAU,2,0.0
CASSAGNOLE,2,26543.0
CASSOU-SCHOTTE,2,0.0
CASTOR,2,3040.0
CAZAUBON,2,320000.0
CAZENAVE,2,211344.0
CAZENEUVE,2,1437288.0
CHATILLON,2,8489733.0
CHAULET,2,0.0
CHAUMONT,2,0.0
CECCOLI,2,14054910.0
CARUHEL,2,100.0
Arini,2,0.0
Ariztegui,2,0.0
Auzou,2,55000.0
Ayache,2,0.0
BARREAU,2,250.0
BASTIANI,2,0.0
BARIL,2,0.0
BACHÉ,2,0.0
BADERI,2,0.0
BRUSSAT,2,0.0
Augey,2,3850.0
Auslender,2,28000.0
Autain,2,0.0
Auzanot,2,0.0
BAGNON,2,0.0
BABAUT,2,0.0
pantel,2,0.0
patouret,2,1002.0
BAILLY,2,0.0
BAKHTIARI MOGHADDAM,2,0.0
Aufort,2,0.0
payan,2,0.0
pericard,2,1810604.0
perrin,2,830142.0
peters,2,0.0
petiot,2,8000.0
pano,2,0.0
panosyan-bouvet,2,649518.0
potier,2,294230.0
pottier,2,0.0
Arfeuille,2,0.0
philippon,2,0.0
pic,2,0.0
pinville,2,0.0
Aoudjehane,2,0.0
Appéré,2,0.0
Ardouin,2,1422.0
plantade,2,0.0
Arnault,2,0.0
Asensi,2,0.0
Assaf,2,0.0
poux,2,0.0
mandelli,2,500.0
manoa,2,0.0
BELLIARD,2,8800.0
BELLINI,2,1255.0
BELTZUNG,2,0.0
menache,2,1580228.0
marolleau,2,11116025.0
martin,2,980.0
mazet,2,0.0
BALCON,2,0.0
malhuret,2,344702.0
BAUDOUX,2,212822.0
mesnil,2,0.0
metzdorf,2,401600.0
meziane,2,0.0
mebarek,2,0.0
BAUMEL,2,0.0
BAVIERE,2,0.0
BATHO,2,0.0
BATTAGLIA,2,0.0
malaterre,2,434.0
BALDECCHI,2,0.0
BEAUDREY,2,115.0
BEAUME,2,0.0
BAYLET,2,144006.0
BEARUNE,2,0.0
morisse,2,0.0
nabenesa,2,24452.0
naegelen,2,7550043.0
moreau,2,10500.0
BEAU,2,0.0
BALLESIO,2,8000.0
BAMCOLO,2,0.0
nury,2,105000.0
olivier,2,854669.0
ozenne,2,3800.0
narducci,2,0.0
nassah,2,220000.0
BARO,2,0.0
BARBARIN,2,0.0
BARBAUX,2,0.0
BALLAND,2,0.0
BAMANA,2,1000.0
AKPINAR-ISTIQUAM,2,160000.0
ALAIN,2,1149398.0
ALDEBERT,2,0.0
AGNERAY,2,0.0
AGOBIAN,2,0.0
valleton,2,0.0
ALEXANDER,2,0.0
ALEXANDRE,2,0.0
vialelle,2,0.0
pédehontaa,2,0.0
valente le hir,2,0.0
AFFILE,2,1626.0
sardeing,2,0.0
sargiacomo,2,0.0
saint-paul,2,150000.0
sallé,2,0.0
sandragne,2,100000.0
rudisuhli,2,76440.0
seguin,2,0.0
simeoni,2,462800.0
vidau,2,0.0
zanardo,2,0.0
ABELLI,2,350.0
ABINAL,2,0.0
yon,2,100.0
woerth,2,152000.0
ABRINAS,2,0.0
tramier,2,0.0
travers,2,0.0
teyssedou,2,0.0
thien,2,0.0
ALLEGRET-PILOT,2,475806.0
suard,2,0.0
taché,2,0.0
vallet,2,128693.0
vermillet,2,0.0
AHMED-VALI,2,0.0
AILLERIE épouse HAMARD,2,6000.0
ADAME,2,0.0
ADLANI,2,0.0
ADRIEN,2,0.0
ABADIE,2,0.0
tjibaou,2,0.0
AVIRAGNET,2,0.0
Alfandari,2,23049705.0
Allemand,2,40000.0
Aubey,2,0.0
Alloncius,2,0.0
Alloncle,2,0.0
Allosia,2,0.0
Allouch,2,0.0
Alphonse,2,2000.0
simon,2,0.0
Albouy,2,14000.0
Alemany,2,6292.0
ravier,2,0.0
Amard,2,0.0
Amirshahi,2,0.0
Alleno,2,0.0
raynaud,2,0.0
reichardt,2,237279.0
richir,2,0.0
princay,2,573.0
Albertini,2,211074.0
santelli,2,0.0
santiago,2,0.0
ARRIGHI,2,2760.0
ARTIGNY,2,241119.0
ARTIGUES,2,0.0
ARZAL,2,1000.0
ASSIH,2,0.0
ARNAULT,2,189359.0
roumegas,2,1300.0
rousseau,2,809589.0
Aguiton,2,6000.0
roiron,2,0.0
AUDOUY,2,697554.0
rosso,2,0.0
AZOUG,2,1160.0
Abelin,2,0.0
AUGIER,2,1117132.0
AVENA,2,23000.0
rusin,2,0.0
Abomangoli,2,0.0
Adam,2,48141.0
risser,2,300000.0
BORDERIE,2,0.0
BORDES,2,809532.0
BORGNE,2,0.0
BONNEFOND,2,40973.0
BORGOO,2,84000.0
BORNE,2,0.0
BOTIN,2,0.0
BOUE,2,15000.0
BOUGRAUD,2,0.0
leonetti,2,0.0
BRARD,2,3100000.0
BOURGEAUX,2,0.0
BOULEVART,2,0.0
BOULOUX,2,3560.0
BOUQUET,2,0.0
BOUCLET,2,0.0
BOUDIER,2,50000.0
gelot rateau,2,0.0
BOUSSELMAME,2,0.0
BOURAT,2,0.0
BREGEON,2,0.0
BOLE,2,5500.0
BOLZAN,2,0.0
guere,2,0.0
guerin,2,0.0
guilleminot,2,0.0
guillemoteau,2,0.0
guillet,2,0.0
BOMMALAIS,2,0.0
BONENFANT,2,0.0
BORD,2,0.0
gold,2,0.0
gosselin,2,225078.0
germain,2,287000.0
BONNEFOY,2,44.0
BONNICHON,2,16800.0
BONSANG,2,0.0
gourmand,2,0.0
grange,2,1016608.0
greffier,2,200.0
BONY,2,0.0
grimpret,2,0.0
gabelotaud,2,200.0
BRAUX,2,2225.0
BOVIER,2,0.0
BOYARD,2,0.0
BRACCO,2,186000.0
BRACQUEMOND,2,239814.0
dogor,2,0.0
doriol,2,0.0
dossemont,2,0.0
BOURGADE,2,0.0
derrar,2,0.0
dhelias,2,15000.0
BRIDOUX,2,0.0
dumas,2,155496.0
diwuy,2,134.0
BROWN,2,0.0
BRIGAND,2,0.0
BRISSON,2,0.0
BRETON,2,2000.0
BRETTON,2,13500.0
dubay,2,512795.0
gery,2,0.0
giacomel,2,0.0
gargani,2,1176140.0
gaudy,2,0.0
gay,2,0.0
favennec,2,0.0
fegne,2,0.0
florquin,2,0.0
duvand,2,0.0
BRUNAUD-RHYN,2,0.0
BOUVIER,2,0.0
galland,2,0.0
forestier,2,0.0
fortin,2,0.0
fouassin,2,175321.0
faucillon,2,0.0
fauconnet,2,0.0
BOUTES,2,0.0
BOUTLEUX,2,1.0
BOUTON,2,0.0
BOUVET,2,0.0
BRUNDU,2,9000.0
BESCHIZZA,2,0.0
BESNIER,2,0.0
BEQ,2,0.0
BERARD,2,0.0
BENATRE,2,0.0
BENCHELLOUG,2,0.0
BENEVENTI,2,3084768.0
BERNIER,2,2000.0
BERETTONI,2,150000.0
BOISSEAU,2,0.0
BERGEROO,2,0.0
lechner,2,0.0
lefebvre,2,0.0
BERNARDINI CARRANO,2,0.0
BERNASCONI,2,0.0
lagier,2,500000.0
lahmar,2,0.0
launay,2,500.0
lauzzana,2,0.0
lavest,2,0.0
BERGANTZ,2,0.0
leriche,2,0.0
lermytte,2,1365.0
luberriaga,2,0.0
lucas,2,3039691.0
mabire,2,0.0
levesque,2,0.0
lherm,2,0.0
litaudon,2,0.0
BEDIER,2,0.0
BEGORRE,2,0.0
BEX,2,0.0
BELHADDAD,2,27326.0
BEAUNOL,2,0.0
BEAURAIN,2,0.0
BEAUVARLET,2,0.0
BELIN,2,3020800.0
BELLANGER,2,647378.0
BELLAY,2,2000.0
BEDEK,2,1200.0
BETTATI,2,55625.0
BEUCHON,2,0.0
BELAIR,2,1980.0
keloua hachi,2,195000.0
BIOULAC,2,30.0
BILDE,2,675204.0
BILLOUDET,2,0.0
BILONGO,2,0.0
BLAIMONT,2,0.0
BLANCHARD,2,0.0
BLANCHET,2,14275814.0
BLAZY,2,0.0
labrette menager,2,0.0
BLUTEAU,2,0.0
BOUCHARD,2,0.0
BOLZE,2,115200.0
BOBET,2,0.0
BOCQUET,2,200000.0
BOEUF,2,0.0
BLERIOT,2,0.0
BLIN,2,0.0
BONET,2,0.0
BONNARD LE FLOC'H,2,0.0
BLOCH,2,0.0
lacombe,2,11974.0
lafargue,2,4000.0
lafay,2,0.0
BERROUKECHE,2,0.0
BERTAIL,2,941830.0
lebreton,2,0.0
lecamp,2,209172.0
lechanteux,2,6016.0
lanzi bucero,2,0.0
largeau,2,0.0
karam,2,185000.0
BESSARD,2,0.0
BERRAI,2,0.0
BERRIOS,2,35405.0
jarycki,2,0.0
jomier,2,300.0
kaczmarek,2,0.0
homehr,2,140000.0
BIDAUD,2,0.0
BIDOT,2,0.0
BIGUINE T,2,0.0
BESSAOU,2,0.0
EUSTACHE BRINIO,2,0.0
ERRANTE,2,376115.0
ESCOJIDO,2,0.0
ESCOTS,2,0.0
ESCURE,2,0.0
ESNAULT,2,0.0
SINEAU-PATRY,2,0.0
SITOUZE,2,0.0
Eblé,2,0.0
CORNELOUP,2,279820.0
El Aaraje,2,0.0
ESTROSI-SASSONE,2,0.0
Erodi,2,3000.0
Escoulan,2,1758.0
FESNEAU,2,164750.0
FERET,2,0.0
FERET épouse EL ADNANI,2,0.0
FACQUE,2,0.0
FAIT,2,0.0
Eskenazi,2,100.0
Echaniz,2,0.0
Durquéty,2,0.0
Dussausaye,2,0.0
SOULABAILLE,2,0.0
SPAGNOU,2,0.0
Dézalos,2,0.0
ECHEVERRIA,2,0.0
Dutremble,2,0.0
Duvaudier,2,0.0
Duverger,2,0.0
SILVESTRI,2,0.0
SERVILLE,2,0.0
SHIRO ABE PEU,2,0.0
SICARD,2,6027.0
SIFFREDI,2,0.0
SEROUX,2,240000.0
SERPILLON,2,0.0
ENGRAND,2,300000.0
EPINAT,2,448400.0
ERBS,2,0.0
SIGOT-LEMOINE,2,0.0
SIMIAN,2,114000.0
FERON,2,200.0
FERRAND,2,4310.0
FAZI,2,0.0
FELD,2,0.0
FERAUD,2,0.0
FICHET,2,0.0
FIEVET,2,43866.0
FIGOUREUX,2,0.0
FILHOL,2,60.0
Etevenard,2,0.0
FROGER,2,0.0
FLORI DUTOUR,2,-15984.0
FINCK,2,0.0
FISCHER PATRIAT,2,127894.0
FITA,2,0.0
FITER,2,0.0
FIALAIRE,2,1666.0
FOUCHE,2,0.0
FLORCZAK,2,0.0
FLORENNES,2,0.0
FRIGOUT,2,0.0
Evrard,2,458.0
Evren,2,2500.0
Engrand,2,599300.0
FALLET,2,0.0
FARGETAS,2,0.0
Eychenne,2,0.0
Eymeoud,2,29000.0
FABREGOUL,2,482000.0
SERRUS,2,2180376.0
SEMACHE,2,0.0
SEGAUD LABIDI,2,0.0
SECRESTAT,2,0.0
SCHMIT,2,1646241.0
SCHMITTER,2,25149.0
SCHRECK,2,577850.0
SEGUI,2,0.0
SEIGNÉ,2,41898.0
SCUOTTO,2,0.0
SEBAIHI,2,90.0
FAUVEL,2,0.0
FAVENNEC,2,0.0
SECHET,2,0.0
Selleron,2,0.0
Seo,2,0.0
Delahaye,2,30000.0
Delannoy,2,18934.0
Delcros,2,0.0
Delesalle,2,237065.0
Defranoux,2,0.0
SURLE-GIRIEUD,2,440436.0
SUSZYLO,2,881719.0
Durox,2,0.0
SUAUD,2,0.0
Devaux,2,0.0
Saint-Pasteur,2,0.0
Saint-Pé,2,0.0
Saintoul,2,31362.0
Salami-Dadkhah,2,500.0
SUEUR,2,50000.0
Didier,2,15246.0
Disdier,2,1165732.0
Dissaux,2,100.0
SZCZUREK,2,0.0
Davi,2,160.0
Dantec,2,6964.0
Darkaoui Allaoui,2,0.0
Sido,2,4097790.0
Simian,2,0.0
De Beule,2,152640.0
Dechy,2,1160000.0
Sauvier,2,0.0
Samat,2,627840.0
Sanchez,2,0.0
Sciamanna,2,0.0
Sansu,2,0.0
Dossang,2,0.0
Septiers,2,0.0
Savelli,2,0.0
Savry,2,0.0
Schellenberger,2,30.0
Schieven,2,0.0
Sas,2,0.0
Saulignac,2,291224.0
Delage,2,40000.0
Sanguinetti,2,0.0
Dufosset,2,0.0
Dufour,2,0.0
Dugoin-Clément,2,0.0
Dugua,2,0.0
SPET,2,172006.0
SPORMEYEUR,2,0.0
STEFANINI,2,10000.0
STEPHO,2,0.0
STOECKLIN,2,0.0
Desliens,2,0.0
SOL,2,0.0
SIMION,2,0.0
SIMONIN,2,23900.0
SIMONNET,2,0.0
SIMÉON,2,0.0
SOLLOGOUB,2,49381.0
SOMEN,2,500.0
SORRE,2,0.0
SOTTIL,2,0.0
SMATI,2,9420.0
SOHLER,2,0.0
Desprez,2,156900.0
Detavernier,2,161903.0
Dostes,2,0.0
Doublet,2,0.0
Dragon,2,0.0
Donath,2,535135.0
Dosen,2,0.0
Diaz,2,0.0
Dubré-Chirat,2,0.0
EGAULT,2,0.0
Durain,2,0.0
EL HADDAD,2,0.0
EL HAFIDHI,2,0.0
EL HASSOUNI,2,0.0
Délia,2,0.0
Dumay,2,0.0
Duby-Muller,2,24906.0
Ducoin,2,0.0
Dudebout,2,0.0
Dubost,2,0.0
Dupont,2,269736.0
EIDELSTEIN,2,10100.0
Riom,2,1500.0
Riester,2,21334739.0
GEFFROY,2,0.0
GEHANT,2,104139.0
Rist,2,0.0
Rivenq,2,0.0
Rixain,2,0.0
Riffaud,2,1835544.0
GEORGET,2,0.0
FLORES,2,0.0
GENEVARD,2,0.0
GENIS,2,2922458.0
GENNARO,2,15980.0
GBIORCZYK,2,0.0
Rauch,2,239800.0
GHEZALI,2,0.0
GHOZELANE,2,0.0
Rechagneux,2,10978.0
Renaud Garabedian,2,72178400.0
Revol,2,0.0
GELY,2,0.0
Fritsch-Renard,2,0.0
Froment-Meurice,2,40000.0
GERIN,2,5000.0
GERNEZ,2,300000.0
GERNIGON,2,191500.0
GENOVESIO,2,5940.0
GALLES,2,0.0
GALLO,2,0.0
GARBUTT - HAREHOE,2,0.0
Rimbert,2,0.0
GAUDIN,2,0.0
GARRON,2,153534.0
Robinson Behre,2,0.0
Rodes,2,3200.0
GAUTRAIS,2,0.0
Reydy,2,6760.0
Rialland,2,0.0
GIOVANNANGELI,2,4400.0
GIRARD-RAFFIN,2,0.0
Rimane,2,2600.0
GAUCHER,2,0.0
GOBLET,2,134238.0
GOGUE,2,0.0
GIVERNET,2,166.0
GONZALES,2,0.0
GONZALEZ,2,0.0
GONZATO ROQUES,2,0.0
GORDAT,2,60924.0
GORIOUX,2,268722.0
GOKEL,2,0.0
Rey,2,0.0
GONIER,2,0.0
Ranc,2,0.0
Rancoule,2,0.0
Ranquet,2,0.0
Rapenne,2,0.0
Ramaye,2,0.0
Rambaud,2,0.0
ROUZIES,2,0.0
ROUGERIE,2,0.0
GOURLAN,2,0.0
GOMART,2,184000.0
Rapinel,2,0.0
GIBERTI,2,0.0
GIBOTTEAU,2,0.0
GIDOIN,2,0.0
GILLE,2,8000.0
GEROS,2,0.0
GERVAIS,2,0.0
GEST,2,0.0
GIRAUD,2,310.0
GIRAULT,2,293000.0
GREFFET,2,0.0
GILLET,2,0.0
GINESTET,2,0.0
GINESY,2,2145500.0
GIBERT,2,0.0
GLEYZE,2,0.0
GLIBERT,2,0.0
GLUCK,2,4714.0
GOBALOU ERAMBRANPOULLE,2,0.0
GREAUME,2,0.0
GREAUX,2,573800.0
GILLES,2,0.0
FRICOUT,2,471347.0
FRANCOIS-DAINVILLE,2,15871.0
RÉBÉROT,2,8000.0
SABATINI,2,0.0
SABRI,2,0.0
Ruelle,2,25357407.0
Ruffin,2,741382.0
SAINT-JULIEN,2,0.0
SALEL,2,359.0
Frioux,2,942.0
SAEIDI,2,2351948.0
SAGET,2,0.0
SAGNIEZ,2,0.0
SAID,2,0.0
SAID ANZUM,2,500.0
Fagnen,2,0.0
Falcon,2,40000.0
Farreng,2,429000.0
FROUSTEY,2,0.0
FUCHS,2,637730.0
SADOURNY GOMEZ,2,0.0
FLORES EPOUSE LE GAYIC,2,0.0
SAVATON,2,0.0
SAVIN,2,0.0
SAVOUREY,2,10026.0
FORTUNE,2,0.0
SANCHEZ,2,0.0
SALIBER,2,0.0
SALLES BARBOSA,2,0.0
Faye,2,0.0
SAURY,2,1422662.0
FRICOTEAUX,2,30.0
SANTAIS,2,0.0
SANTONI,2,1400000.0
FOUQUART,2,0.0
FOURQUET,2,0.0
SATOURI,2,13866.0
SAULNIER,2,180560.0
SAULNIER ARRIGHI,2,0.0
FRASSETTO,2,0.0
FRECHET,2,0.0
FREY,2,59292.0
SAUVADET,2,0.0
Rutkowski,2,0.0
Fouché,2,173181.0
Fournier,2,480.0
Fourreau,2,0.0
Fouré,2,240000.0
Foutry,2,0.0
Roques,2,6528052.0
Roquette,2,0.0
Robert-Dehault,2,107036.0
FURET,2,10.0
Rougier,2,0.0
Rougé,2,0.0
Roger Seppi,2,0.0
Fraise,2,0.0
Françoise,2,0.0
Frassa,2,0.0
Fremiot,2,36265.0
Rouquier dite Lorca,2,0.0
GACHON,2,0.0
Freyburger,2,0.0
Rouaux,2,0.0
Fayolle,2,316.0
Feltz,2,1500.0
Ferde,2,2766.0
Fereira,2,0.0
Favre d'Anne,2,367100.0
GAGNEUR,2,0.0
GAILLARD,2,215000.0
GALENON,2,0.0
Fuselier,2,0.0
Félix,2,85254.0
Flochon,2,0.0
Flohic,2,30.0
Flores,2,0.0
Fernandes,2,0.0
Ferreira,2,5000.0
Firmin Le Bodo,2,3571735.0
Forissier,2,563768.0
Fornies,2,0.0
Foucher-Maupetit,2,0.0
Fleuret,2,0.0
Fleuret-Pagnoux,2,0.0
GABARRON,2,5015.0
Cheval,2,0.0
Chevandier,2,0.0
Chevillard,2,92501.0
Chevreux,2,0.0
VALLAUD,2,0.0
Clavet,2,2100.0
Clergeau,2,312839.0
Cholley,2,335992.0
Choplin,2,600.0
Dauré,2,260000.0
Christine,2,2629.0
Thierry,2,0.0
Thionnet,2,214676.0
Thiébaut,2,183274.0
Ternant,2,0.0
Terrier,2,1176474.0
Testas,2,0.0
Conway-Mouret,2,0.0
Tinland,2,0.0
Tisné-Versailles,2,10000.0
Chorain,2,450000.0
VAUTRIN,2,0.0
VAYSSOUZE-FAURE,2,0.0
VEAU,2,2753106.0
VELOU,2,0.0
VENDEGOU,2,0.0
Challande Névoret,2,0.0
Chan,2,1658.0
Chaplin,2,0.0
Trouvé,2,0.0
Chrétien,2,0.0
UGO,2,1000.0
Torloting,2,1075040.0
Tournier,2,0.0
VALLI,2,7890.0
VALLOIS ROUET,2,20000.0
VALLON,2,0.0
USSEL,2,0.0
Uzenat,2,0.0
VAILLANT,2,0.0
Christophle,2,123188.0
Turquois,2,765139.0
DALIN,2,0.0
DALLIER,2,0.0
DAMOUR,2,15.0
DARDENNE,2,0.0
D'IMPERIO,2,1000.0
Tavel,2,5000.0
Taverne,2,0.0
Tavernier,2,80000.0
Teillac,2,0.0
Tomic,2,0.0
TURREL,2,0.0
TUTUGORO,2,0.0
TUYERAS,2,0.0
Tahri,2,2000.0
TROUSSELLE,2,20000.0
TUAHU,2,0.0
DARPHIN,2,0.0
DARRAS,2,8040.0
Taibi,2,0.0
Taillé Polian,2,0.0
Temel,2,0.0
Thieriot,2,3061500.0
Corzani,2,200.0
Cordier,2,50973.0
Cormand,2,0.0
Cormier-Bouligeon,2,30.0
Colin Oesterlé,2,0.0
Toussaint,2,0.0
Trebuchet,2,0.0
Cottigny,2,40000.0
Courseaux,2,0.0
Tenneroni,2,5486.0
Cuzin,2,0.0
Crnkovic,2,0.0
Cruveiller,2,0.0
D'INTORNI,2,594025.0
DA CONCEICAO CARVALHO,2,0.0
Cukierman,2,0.0
Cuny,2,0.0
Curvale,2,0.0
Cuvelier,2,0.0
Cuypers,2,0.0
Cornu,2,1500.0
CUENOT - STALDER,2,55000.0
CREFF,2,0.0
CRESSON,2,1000.0
CREUSOT,2,0.0
CRIGHTON,2,0.0
COWAN,2,0.0
COZIC,2,0.0
VIRY,2,157642.0
VITOUX,2,0.0
VERNAY,2,1323.0
CROIZIER,2,0.0
CROMBECQUE,2,0.0
CROSS,2,48299.0
VERNY,2,49020000.0
VERRIER,2,90000.0
VERSINI,2,0.0
VESSILLER,2,0.0
VIELLE,2,0.0
VIENNE,2,0.0
VIGIER,2,3000.0
VIVÈS,2,0.0
CORREIA,2,0.0
Vallverdu,2,0.0
COURBON,2,0.0
COTTEL,2,0.0
COULOMBEL,2,0.0
COULOMME,2,0.0
COSSON,2,0.0
Vermot,2,0.0
Valéro,2,0.0
Vanlerenberghe,2,43345.0
COUVREUR,2,0.0
Vauzelle,2,0.0
COULONG,2,0.0
COUPEZ,2,0.0
