nom,people_count,male,female,min_age,max_age,avg_age
Rohfritsch,4,4,0,45.0,50.0,47.75
Rossignol Puech,4,4,0,47.0,48.0,47.5
Rousset,4,0,4,47.0,50.0,48.75
BAPTISTE,4,4,0,62.0,69.0,65.5
revillon,4,4,0,74.0,76.0,75.0
FOUGERAY,4,0,4,45.0,47.0,46.25
reynaud,4,2,2,50.0,52.0,51.0
FLEURY,4,3,1,61.0,68.0,65.75
pustorino,4,0,4,33.0,35.0,34.0
Rosner-Bloch,4,0,4,54.0,56.0,55.0
Fournié,4,4,0,36.0,55.0,45.5
LEFRAND,4,4,0,57.0,58.0,57.5
FROMANTIN,4,4,0,57.0,61.0,58.75
MARSEILLE,4,4,0,69.0,70.0,69.25
BOUARD,4,4,0,59.0,60.0,59.5
GRANDJEAN,4,0,4,50.0,53.0,52.0
BOUAD,4,4,0,68.0,70.0,69.0
Galtier,4,4,0,62.0,65.0,63.75
GLEMOT,4,4,0,51.0,52.0,51.25
BLATRIX CONTAT,4,0,4,54.0,57.0,56.25
ETHORÉ,4,4,0,64.0,64.0,64.0
AGHA BABAEI,4,4,0,42.0,43.0,42.5
GUYEN,4,1,3,63.0,68.0,64.25
Rampal,4,0,4,65.0,65.0,65.0
HOARAU,4,3,1,45.0,60.0,50.5
HORNBECK,4,0,4,31.0,33.0,32.0
vautrin,4,0,4,64.0,64.0,64.0
vigneau,4,4,0,51.0,53.0,52.0
GICQUEL,4,4,0,51.0,52.0,51.5
vidal,4,2,2,67.0,71.0,68.75
GUERET,4,4,0,48.0,59.0,54.0
Montaugé,4,4,0,59.0,63.0,60.5
MASSON,4,4,0,63.0,70.0,67.0
GHALI,4,0,4,52.0,55.0,53.0
MATHIEU,4,4,0,46.0,59.0,52.5
GROUARD,4,4,0,61.0,62.0,61.25
ROUSSEAU,4,2,2,52.0,64.0,56.5
Markowsky,4,4,0,70.0,70.0,70.0
BONNEFONT,4,4,0,40.0,44.0,41.0
ROULEAU,4,4,0,58.0,61.0,59.25
Hamida,4,4,0,45.0,46.0,45.5
Sillani,4,4,0,30.0,33.0,32.0
Dati,4,0,4,59.0,59.0,59.0
tukumuli,4,4,0,34.0,36.0,35.5
HURMIC,4,4,0,65.0,66.0,65.25
Murgia,4,4,0,35.0,37.0,36.25
Schlesinger,4,4,0,38.0,41.0,39.25
AESCHLIMANN,4,2,2,49.0,55.0,52.0
gomont,4,4,0,60.0,63.0,61.0
Provost,4,4,0,58.0,60.0,59.25
MARAULT,4,4,0,50.0,51.0,50.5
MARCHAND,4,3,1,43.0,71.0,58.0
Semler-Collery,4,4,0,58.0,59.0,58.25
Portes,4,4,0,38.0,73.0,55.5
Delaporte,4,2,2,32.0,47.0,39.5
GOUTH,4,4,0,39.0,43.0,40.75
Delepierre,4,4,0,51.0,53.0,51.5
Marchive,4,4,0,33.0,34.0,33.75
STREHAIANO,4,4,0,65.0,68.0,66.5
MARECHAL,4,4,0,34.0,53.0,39.75
HIDRI,4,0,4,40.0,43.0,41.5
SORET,4,4,0,39.0,42.0,41.0
testard,4,4,0,60.0,61.0,60.25
HINGRAY,4,4,0,34.0,38.0,36.25
Dujols,4,0,4,69.0,71.0,69.75
RAGE,4,4,0,56.0,56.0,56.0
jeandon,4,4,0,61.0,62.0,61.25
Rivière,4,2,2,34.0,53.0,43.5
Ramond,4,4,0,47.0,49.0,47.5
Ramdane,4,4,0,35.0,38.0,36.75
BERTELOODT,4,0,4,54.0,58.0,56.75
stassinos,4,4,0,60.0,61.0,60.5
BLANCHÉ,4,4,0,51.0,52.0,51.5
Rebsamen,4,4,0,69.0,73.0,72.0
SOMBSTHAY,4,4,0,63.0,64.0,63.25
Raynal,4,4,0,63.0,66.0,63.75
jardé,4,4,0,67.0,71.0,68.25
HEROUIN LEAUTEY,4,0,4,47.0,51.0,49.25
BERTHIER,4,4,0,55.0,67.0,60.75
PERSILLARD,3,0,3,75.0,78.0,76.66666666666667
Callet,3,0,3,64.0,66.0,65.33333333333333
RONCIERE,3,3,0,52.0,53.0,52.666666666666664
PERROT,3,3,0,69.0,69.0,69.0
Calvat,3,3,0,50.0,51.0,50.666666666666664
PIN,3,0,3,51.0,53.0,52.0
Vignot,3,0,3,60.0,60.0,60.0
Watrin,3,3,0,41.0,50.0,47.0
Fontaine,3,1,2,56.0,71.0,61.333333333333336
GRAPPIN,3,3,0,59.0,60.0,59.333333333333336
GOFFARD,3,0,3,52.0,53.0,52.333333333333336
GRENIER,3,1,2,62.0,76.0,71.0
GREMILLET,3,3,0,67.0,68.0,67.33333333333333
VEZAT-BARONIA,3,0,3,63.0,65.0,64.0
VIAL,3,3,0,44.0,62.0,55.333333333333336
GREGOIRE,3,3,0,46.0,64.0,52.0
GAZEL,3,0,3,42.0,42.0,42.0
POINTEREAU,3,3,0,67.0,71.0,68.33333333333333
Cabri,3,3,0,52.0,53.0,52.333333333333336
VILA,3,3,0,54.0,54.0,54.0
PIQUET,3,3,0,52.0,53.0,52.666666666666664
VILLECOURT,3,0,3,52.0,54.0,53.0
VINCENT,3,2,1,45.0,70.0,57.0
ROTOLO,3,3,0,44.0,46.0,44.666666666666664
PETIT-LASSAY,3,3,0,68.0,68.0,68.0
Fouillère,3,3,0,47.0,49.0,48.0
GRAND,3,3,0,69.0,71.0,70.0
Viola,3,3,0,47.0,50.0,48.666666666666664
Faucheux,3,0,3,47.0,48.0,47.666666666666664
RUNEL,3,0,3,41.0,45.0,43.666666666666664
GUERRIAU,3,3,0,65.0,66.0,65.66666666666667
ROUX VIALE,3,3,0,59.0,59.0,59.0
Cauchetier,3,3,0,45.0,49.0,47.333333333333336
POIRIER,3,0,3,39.0,56.0,50.333333333333336
Charafe,3,0,3,52.0,53.0,52.333333333333336
Rival,3,3,0,70.0,70.0,70.0
Cavecchi,3,0,3,75.0,75.0,75.0
Vincent,3,2,1,60.0,73.0,68.66666666666667
ROMERO-MICHEL,3,3,0,61.0,61.0,61.0
abreu goncalves,3,0,3,43.0,44.0,43.666666666666664
Fabre,3,3,0,61.0,62.0,61.333333333333336
Fargeot,3,3,0,65.0,65.0,65.0
Ricou,3,3,0,58.0,60.0,59.0
Chaize,3,3,0,57.0,60.0,58.333333333333336
Venturini,3,0,3,57.0,61.0,59.333333333333336
CONCAS,3,3,0,62.0,63.0,62.666666666666664
Vercamer,3,3,0,62.0,62.0,62.0
Chappaz,3,0,3,35.0,35.0,35.0
GODINEAU,3,3,0,72.0,73.0,72.66666666666667
RURUA,3,0,3,49.0,49.0,49.0
Rabadan,3,3,0,40.0,41.0,40.666666666666664
Cayeux,3,0,3,71.0,74.0,72.33333333333333
Cauwel,3,3,0,65.0,65.0,65.0
RODINGER,3,0,3,55.0,55.0,55.0
CHARTIER,3,3,0,50.0,52.0,51.333333333333336
POLAT,3,3,0,35.0,36.0,35.666666666666664
Richefou,3,3,0,62.0,64.0,62.666666666666664
POITEVIN,3,0,3,64.0,66.0,65.0
Gautier de Breuvand,3,0,3,56.0,57.0,56.666666666666664
ROUGE,3,3,0,6.0,67.0,46.666666666666664
Focks,3,3,0,40.0,42.0,41.333333333333336
LATOUR,3,3,0,49.0,55.0,52.666666666666664
GENOLHER,3,0,3,43.0,44.0,43.666666666666664
LEONIE,3,3,0,46.0,47.0,46.333333333333336
GIRONCEL,3,3,0,71.0,72.0,71.66666666666667
GUILLEM,3,3,0,53.0,54.0,53.666666666666664
GRIGNON,3,0,3,43.0,45.0,44.0
Cardon,3,3,0,26.0,28.0,26.666666666666668
PIERRE,3,3,0,53.0,71.0,64.66666666666667
Canette,3,0,3,49.0,50.0,49.666666666666664
GENRE,3,3,0,58.0,59.0,58.666666666666664
GENTIL,3,0,3,48.0,49.0,48.333333333333336
GROS,3,3,0,75.0,76.0,75.66666666666667
Campy,3,3,0,33.0,36.0,34.666666666666664
Cassan,3,3,0,36.0,40.0,38.666666666666664
GAUMET,3,3,0,53.0,54.0,53.666666666666664
VERSTRAETE,3,3,0,42.0,46.0,43.666666666666664
Valtat,3,3,0,61.0,63.0,62.0
Vacher,3,0,3,31.0,32.0,31.666666666666668
GAUDET,3,3,0,57.0,58.0,57.333333333333336
COURDIL,3,3,0,26.0,28.0,26.666666666666668
COSCAS,3,3,0,61.0,65.0,63.666666666666664
WOLFF,3,0,3,58.0,60.0,58.666666666666664
PIA,3,3,0,59.0,61.0,60.0
GALLARD,3,3,0,56.0,57.0,56.333333333333336
GAYMARD,3,3,0,61.0,63.0,61.666666666666664
GARAY,3,3,0,71.0,72.0,71.33333333333333
GANOZZI,3,3,0,46.0,50.0,47.333333333333336
GAUDUCHEAU,3,3,0,65.0,66.0,65.33333333333333
CLAVERIE,3,0,3,62.0,63.0,62.666666666666664
LE GRAND,3,3,0,50.0,50.0,50.0
CORNEILLE,3,0,3,45.0,49.0,46.666666666666664
LE BORGNE,3,3,0,52.0,52.0,52.0
COSTA-FESENBECK,3,0,3,74.0,76.0,75.0
GONINET,3,0,3,55.0,57.0,56.0
Garcia,3,2,1,55.0,61.0,59.0
VIALATTE,3,3,0,69.0,70.0,69.33333333333333
LARCHER,3,3,0,74.0,74.0,74.0
VERRI,3,3,0,61.0,62.0,61.666666666666664
Rassaert,3,3,0,32.0,35.0,34.0
LE LAN,3,2,1,44.0,72.0,62.333333333333336
Gadille,3,3,0,62.0,62.0,62.0
LEPETIT,3,3,0,56.0,60.0,58.333333333333336
LECORNU,3,3,0,38.0,38.0,38.0
LECOUFLE,3,0,3,66.0,67.0,66.66666666666667
GODET,3,2,1,36.0,38.0,37.0
ROSSIGNOL,3,3,0,58.0,59.0,58.666666666666664
PLOUVIER,3,3,0,60.0,62.0,61.0
PLISSONNEAU,3,3,0,47.0,49.0,48.333333333333336
Wieder,3,0,3,41.0,43.0,42.0
Reynaud,3,2,1,45.0,68.0,53.0
Gagliolo,3,2,1,26.0,57.0,46.333333333333336
Raynaud,3,3,0,63.0,75.0,70.66666666666667
GERBAUD,3,0,3,61.0,64.0,62.0
LAPPARTIENT,3,3,0,48.0,48.0,48.0
COUTHERUT,3,0,3,52.0,52.0,52.0
Fromentin,3,3,0,42.0,68.0,51.0
LASSARADE,3,0,3,63.0,66.0,64.0
CHEMLA,3,3,0,68.0,70.0,69.0
COZ ELLEOUET,3,0,3,47.0,51.0,48.666666666666664
Galy,3,0,3,66.0,67.0,66.33333333333333
PILET,3,3,0,48.0,51.0,49.0
LE LAY-FELZINE,3,3,0,57.0,57.0,57.0
LAMARRE,3,3,0,59.0,61.0,60.0
GACHET,3,3,0,67.0,71.0,69.66666666666667
CROCQ,3,3,0,63.0,65.0,64.0
GABORIT,3,0,3,54.0,56.0,55.0
LAROCHE,3,0,3,34.0,35.0,34.666666666666664
SOULET,3,3,0,44.0,46.0,45.0
THURIOT,3,3,0,53.0,54.0,53.666666666666664
RACHLINE,3,3,0,32.0,34.0,32.666666666666664
DESEILLE,3,3,0,52.0,53.0,52.666666666666664
Pellerin,3,0,3,55.0,57.0,56.0
QUILLIEN,3,0,3,65.0,66.0,65.66666666666667
HERAUD,3,0,3,51.0,54.0,52.333333333333336
TEMARU,3,3,0,76.0,78.0,77.33333333333333
TENENBAUM,3,2,1,65.0,71.0,67.0
SOLER,3,3,0,57.0,59.0,58.0
TECHER,3,3,0,56.0,57.0,56.666666666666664
Thomas,3,3,0,48.0,60.0,55.333333333333336
HERBILLON,3,3,0,56.0,73.0,67.33333333333333
HERE,3,0,3,67.0,69.0,68.33333333333333
SMOCK,3,3,0,60.0,62.0,61.333333333333336
Pierre,3,3,0,48.0,51.0,50.0
STEFFEN,3,3,0,40.0,42.0,41.0
STANZIONE,3,3,0,70.0,71.0,70.66666666666667
SUCK,3,3,0,40.0,42.0,41.333333333333336
JACQUEMET,3,0,3,64.0,65.0,64.66666666666667
DEWIT VAN STYVENDAEL,3,3,0,46.0,47.0,46.333333333333336
DHERSIN,3,3,0,61.0,61.0,61.0
JEANDEL-JEANPIERRE,3,0,3,58.0,60.0,59.0
HIRAUX,3,3,0,48.0,51.0,49.333333333333336
DEVALLEE,3,0,3,61.0,63.0,62.0
Guyot,3,2,1,60.0,63.0,61.333333333333336
Papadopulo,3,3,0,61.0,62.0,61.666666666666664
TRANCHECOSTE,3,3,0,47.0,48.0,47.333333333333336
TORTRAT,3,0,3,52.0,54.0,53.0
SILVANI,3,0,3,63.0,64.0,63.666666666666664
JIMENEZ,3,3,0,31.0,35.0,32.333333333333336
RAYMOND,3,3,0,48.0,53.0,51.0
TOUSSAY,3,3,0,50.0,50.0,50.0
RAYNAUD,3,3,0,62.0,63.0,62.666666666666664
JOURDAIN,3,3,0,58.0,60.0,59.0
SERAPHIN,3,3,0,48.0,49.0,48.333333333333336
SOULIER,3,3,0,68.0,73.0,70.33333333333333
DELL AGNOLA,3,3,0,71.0,72.0,71.33333333333333
DELMARES,3,3,0,53.0,54.0,53.666666666666664
DELMOTTE,3,3,0,42.0,57.0,47.666666666666664
RAGUENEAU née OBRY,3,0,3,70.0,71.0,70.66666666666667
Duval,3,1,2,49.0,64.0,58.666666666666664
Quéro,3,3,0,44.0,45.0,44.666666666666664
TRAVAL,3,0,3,53.0,53.0,53.0
RABEH,3,3,0,36.0,38.0,37.0
Pfeiffer,3,3,0,29.0,32.0,31.0
Pezzetta,3,3,0,45.0,46.0,45.666666666666664
DES ESGAULX DE NOLET,3,0,3,70.0,70.0,70.0
DENIAUD,3,2,1,33.0,51.0,44.333333333333336
DELHAYE,3,3,0,51.0,52.0,51.333333333333336
DUGOURD,3,3,0,60.0,61.0,60.666666666666664
HUCHON,3,3,0,54.0,54.0,54.0
Pintat,3,3,0,66.0,69.0,67.33333333333333
STRAUMANN,3,3,0,56.0,56.0,56.0
Pigné,3,3,0,60.0,61.0,60.666666666666664
Sabarot,3,3,0,70.0,73.0,71.66666666666667
HUGUES,3,0,3,47.0,50.0,48.666666666666664
Pozmentier,3,0,3,55.0,56.0,55.666666666666664
Hugonet,3,3,0,65.0,66.0,65.33333333333333
Houssin,3,3,0,36.0,36.0,36.0
Hottinger,3,0,3,34.0,37.0,35.333333333333336
Duprey,3,3,0,40.0,41.0,40.666666666666664
Soulard,3,0,3,46.0,48.0,47.0
DUPUIS,3,2,1,59.0,66.0,63.333333333333336
IMBERT,3,0,3,61.0,64.0,63.0
Ingall-Montagnier,3,3,0,72.0,72.0,72.0
Pouzadoux,3,0,3,36.0,40.0,38.666666666666664
Salmon,3,3,0,50.0,58.0,52.666666666666664
Sautarel,3,3,0,55.0,56.0,55.666666666666664
Daniel,3,0,3,49.0,49.0,49.0
Danis,3,3,0,49.0,50.0,49.666666666666664
Henry,3,3,0,49.0,52.0,50.333333333333336
Dauge,3,0,3,54.0,55.0,54.666666666666664
Haddad,3,3,0,47.0,47.0,47.0
Senée,3,0,3,54.0,56.0,54.666666666666664
Dromain,3,0,3,56.0,57.0,56.666666666666664
Dufau,3,0,3,59.0,60.0,59.666666666666664
JOUBERT,3,1,2,59.0,68.0,62.0
DOLL,3,3,0,65.0,66.0,65.66666666666667
Hanotin,3,3,0,42.0,44.0,43.0
DRAPRON,3,3,0,50.0,51.0,50.333333333333336
Hartmann,3,0,3,51.0,52.0,51.666666666666664
HUCHET,3,0,3,50.0,50.0,50.0
DREXLER,3,0,3,57.0,57.0,57.0
DREYSSE,3,0,3,67.0,69.0,68.0
Ittelet,3,0,3,49.0,50.0,49.666666666666664
Donati,3,3,0,67.0,71.0,69.66666666666667
DUFOUR,3,3,0,62.0,72.0,65.33333333333333
TEMAL,3,3,0,50.0,51.0,50.333333333333336
Dombre Coste,3,0,3,63.0,68.0,66.0
Hénocque,3,0,3,39.0,43.0,41.0
TEAGAI,3,3,0,52.0,52.0,52.0
DURIN,3,0,3,61.0,64.0,62.333333333333336
Deshayes,3,3,0,56.0,58.0,57.333333333333336
Dionis du Séjour,3,3,0,63.0,66.0,64.33333333333333
Suau,3,3,0,56.0,60.0,58.666666666666664
SUGUENOT,3,3,0,68.0,69.0,68.66666666666667
DUBOSC,3,3,0,51.0,53.0,51.666666666666664
Quilici,3,0,3,46.0,48.0,47.0
Poiret,3,3,0,62.0,63.0,62.666666666666664
IANNICELLI,3,0,3,46.0,49.0,47.666666666666664
Guyader,3,3,0,71.0,72.0,71.66666666666667
SANTINI,3,3,0,79.0,80.0,79.66666666666667
Guigue,3,3,0,73.0,74.0,73.33333333333333
UTHURRY,3,3,0,66.0,69.0,67.33333333333333
SANQUER,3,0,3,51.0,52.0,51.666666666666664
SAUVADE,3,3,0,60.0,61.0,60.666666666666664
VADOT,3,3,0,37.0,40.0,38.333333333333336
PONTALBA,3,0,3,43.0,44.0,43.666666666666664
SALMON,3,3,0,-1.0,65.0,21.333333333333332
Chouit,3,0,3,34.0,36.0,35.333333333333336
SALLABERRY,3,3,0,42.0,43.0,42.666666666666664
Guyon,3,3,0,65.0,66.0,65.66666666666667
FORESTIER,3,1,2,55.0,66.0,59.0
Coppey,3,0,3,39.0,41.0,40.0
SCHAAL,3,3,0,40.0,48.0,43.0
Grellier,3,0,3,69.0,69.0,69.0
Gricourt,3,3,0,59.0,60.0,59.333333333333336
Thibault,3,0,3,33.0,35.0,34.333333333333336
Cotterlaz-Rannard,3,3,0,70.0,72.0,71.0
FOUILLET,3,3,0,45.0,47.0,46.0
KLOTZ,3,3,0,48.0,50.0,49.333333333333336
Kada,3,3,0,47.0,48.0,47.333333333333336
FICHERE,3,3,0,66.0,67.0,66.66666666666667
Grass,3,3,0,71.0,72.0,71.66666666666667
SAMSOEN,3,3,0,49.0,52.0,50.333333333333336
LACROIX,3,2,1,45.0,53.0,48.0
Clain,3,0,3,35.0,36.0,35.666666666666664
VANDENDRIESSCHE,3,3,0,72.0,74.0,73.33333333333333
VANDERBISE,3,3,0,50.0,53.0,51.333333333333336
VARIERAS,3,0,3,27.0,29.0,28.333333333333332
LACOSTE,3,0,3,47.0,56.0,52.666666666666664
SADI,3,3,0,52.0,59.0,56.333333333333336
SACCANI,3,3,0,69.0,70.0,69.33333333333333
Giran,3,3,0,73.0,76.0,74.33333333333333
LABBE,3,1,2,46.0,54.0,50.666666666666664
LACOMBE,3,3,0,46.0,47.0,46.666666666666664
FRANCO,3,3,0,50.0,51.0,50.333333333333336
LABORDE,3,3,0,67.0,68.0,67.33333333333333
Chalus,3,3,0,58.0,60.0,59.0
Giraud,3,3,0,67.0,67.0,67.0
Chantrel,3,3,0,42.0,45.0,43.333333333333336
Kervaon,3,3,0,61.0,62.0,61.666666666666664
Gibert,3,3,0,37.0,38.0,37.333333333333336
Gonzalvez,3,3,0,52.0,53.0,52.333333333333336
Trupin,3,3,0,63.0,63.0,63.0
Turbatte,3,0,3,49.0,51.0,50.0
SAULES-LE BARS,3,0,3,40.0,41.0,40.666666666666664
Guitton,3,3,0,44.0,45.0,44.333333333333336
FOURGOUS,3,3,0,67.0,67.0,67.0
SAMIN épse HOMAI,3,0,3,41.0,42.0,41.666666666666664
Girardot Moitié,3,0,3,37.0,39.0,38.0
SCOLAN,3,0,3,66.0,68.0,67.0
SEGUIN,3,2,1,62.0,65.0,63.666666666666664
Pelanne,3,3,0,59.0,61.0,60.333333333333336
DELOGU,3,3,0,37.0,37.0,37.0
DELPECH,3,1,2,34.0,67.0,45.333333333333336
SCHUH,3,3,0,68.0,69.0,68.66666666666667
SCHMITT,3,0,3,56.0,57.0,56.333333333333336
Guarino,3,0,3,56.0,59.0,57.333333333333336
SENE,3,3,0,55.0,56.0,55.666666666666664
SENANT,3,3,0,73.0,75.0,74.0
SEMERIL,3,3,0,45.0,46.0,45.333333333333336
RINGUET,3,3,0,44.0,44.0,44.0
Guilloteau,3,3,0,63.0,64.0,63.333333333333336
DEKENS,3,3,0,63.0,65.0,64.33333333333333
Eudier,3,0,3,47.0,50.0,48.333333333333336
Guignard,3,3,0,40.0,42.0,41.0
TROCHIMARA,3,0,3,57.0,57.0,57.0
Esanou,3,0,3,72.0,75.0,73.66666666666667
RAIMBAULT,3,1,2,63.0,64.0,63.666666666666664
TOMEO,3,3,0,58.0,59.0,58.666666666666664
TONG SANG,3,3,0,73.0,74.0,73.66666666666667
EVRARD,3,3,0,66.0,69.0,67.33333333333333
Pahun,3,0,3,35.0,36.0,35.666666666666664
RAULT,3,3,0,64.0,65.0,64.33333333333333
SELLY,3,3,0,40.0,41.0,40.333333333333336
RIO,3,3,0,46.0,64.0,57.333333333333336
RIOTTE,3,3,0,59.0,62.0,60.666666666666664
KLEIN,3,3,0,62.0,71.0,67.66666666666667
RICHARD,3,3,0,48.0,67.0,54.666666666666664
Couvy,3,3,0,70.0,73.0,71.0
Cruypenninck,3,0,3,37.0,38.0,37.666666666666664
Cujives,3,3,0,61.0,63.0,62.333333333333336
PROFIL,3,0,3,58.0,60.0,59.333333333333336
PULVAR,3,0,3,48.0,48.0,48.0
DAMAS,3,0,3,70.0,71.0,70.33333333333333
FASQUELLE,3,3,0,59.0,61.0,60.0
Panetta,3,3,0,65.0,67.0,65.66666666666667
Jombart,3,3,0,32.0,33.0,32.666666666666664
Theveniau,3,0,3,51.0,52.0,51.333333333333336
HAZOUARD,3,3,0,46.0,48.0,47.0
SEGRETAIN,3,0,3,52.0,53.0,52.666666666666664
Teillet,3,3,0,30.0,31.0,30.666666666666668
TURAN,3,0,3,43.0,45.0,43.666666666666664
Juhel,3,3,0,76.0,78.0,77.33333333333333
TRYZNA,3,3,0,33.0,35.0,34.0
Joyandet,3,3,0,66.0,68.0,67.0
Taite,3,3,0,62.0,63.0,62.666666666666664
DAYOT,3,3,0,52.0,52.0,52.0
DARY,3,3,0,58.0,58.0,58.0
REMY,3,0,3,57.0,57.0,57.0
Theurier,3,3,0,36.0,39.0,37.666666666666664
Lechat,3,3,0,33.0,35.0,34.0
Mebarek,3,3,0,46.0,48.0,47.333333333333336
Lecerf,3,0,3,32.0,35.0,33.333333333333336
mandement,3,3,0,61.0,62.0,61.666666666666664
Lei,3,0,3,58.0,59.0,58.333333333333336
cridel zirovnik,3,0,3,49.0,49.0,49.0
Messina,3,0,3,59.0,60.0,59.666666666666664
BANQUET,3,3,0,57.0,58.0,57.666666666666664
MIRAVETE,3,0,3,55.0,56.0,55.333333333333336
MISSIOUX,3,0,3,56.0,58.0,57.0
Loas,3,3,0,38.0,39.0,38.666666666666664
brun,3,3,0,65.0,66.0,65.66666666666667
de Carville,3,3,0,31.0,33.0,32.0
Meura,3,3,0,39.0,41.0,40.0
Bercault,3,3,0,30.0,33.0,31.0
Berdoati,3,3,0,56.0,57.0,56.666666666666664
Bergé,3,1,2,38.0,45.0,40.333333333333336
BAZIN,3,3,0,39.0,40.0,39.666666666666664
BAZILLE,3,3,0,69.0,71.0,70.0
BAYLE,3,3,0,46.0,48.0,47.0
Leboeuf,3,3,0,57.0,58.0,57.666666666666664
Leblanc,3,2,1,37.0,59.0,44.333333333333336
OSMOND,3,3,0,43.0,45.0,43.666666666666664
Bertagnoli,3,3,0,28.0,32.0,30.0
nouhaud,3,3,0,75.0,76.0,75.66666666666667
Bariseau,3,0,3,49.0,51.0,49.666666666666664
lejeune,3,2,1,32.0,54.0,40.0
Baudon-Brulé,3,0,3,65.0,66.0,65.33333333333333
lombard,3,3,0,66.0,69.0,67.33333333333333
loher,3,3,0,53.0,58.0,54.666666666666664
MESLOT,3,3,0,55.0,56.0,55.333333333333336
BASTIER,3,0,3,51.0,51.0,51.0
BAUDRY,3,3,0,43.0,45.0,43.666666666666664
Lepretre,3,3,0,36.0,49.0,44.666666666666664
Michelet,3,3,0,32.0,53.0,45.333333333333336
michel,3,3,0,57.0,68.0,61.0
Mazaury,3,3,0,55.0,59.0,57.333333333333336
Bertu,3,0,3,25.0,29.0,26.666666666666668
malavielle,3,3,0,58.0,61.0,59.0
Beaujaneau,3,3,0,75.0,76.0,75.66666666666667
Menhaouara,3,0,3,38.0,40.0,38.666666666666664
Bax de Keating,3,3,0,26.0,29.0,27.333333333333332
Lemoine,3,3,0,47.0,64.0,58.0
Lejeune,3,1,2,29.0,67.0,42.0
Beauchef,3,3,0,48.0,50.0,49.0
mercier,3,0,3,58.0,59.0,58.333333333333336
de FLEURIAN,3,3,0,35.0,35.0,35.0
Leprêtre,3,3,0,67.0,68.0,67.66666666666667
BELOU,3,0,3,56.0,60.0,58.0
Bazinet,3,3,0,59.0,60.0,59.666666666666664
Annick,3,0,3,59.0,61.0,60.0
peysselon,3,0,3,54.0,55.0,54.666666666666664
Lahiani,3,3,0,59.0,61.0,60.333333333333336
Masquelier,3,3,0,47.0,48.0,47.333333333333336
Ladegaillerie,3,3,0,77.0,78.0,77.66666666666667
Lambert-Motte,3,3,0,70.0,71.0,70.33333333333333
Lake,3,0,3,43.0,45.0,44.0
Ollier,3,3,0,75.0,76.0,75.33333333333333
Ouzoulias,3,3,0,59.0,61.0,59.666666666666664
castiglione,3,3,0,51.0,55.0,53.333333333333336
Marti,3,3,0,57.0,57.0,57.0
Berthet Cottarel,3,0,3,59.0,62.0,60.333333333333336
canales,3,0,3,40.0,44.0,42.333333333333336
pechenard,3,3,0,64.0,65.0,64.66666666666667
OZENNE,3,3,0,38.0,40.0,39.0
Mathon,3,3,0,57.0,60.0,59.0
LOUVRIER,3,3,0,53.0,54.0,53.333333333333336
MULLER-BRONN,3,0,3,59.0,59.0,59.0
LOUIS,3,0,3,51.0,66.0,56.666666666666664
Bournat,3,3,0,65.0,67.0,66.0
Amar,3,3,0,63.0,69.0,66.66666666666667
borie,3,3,0,61.0,62.0,61.333333333333336
PARRAIN,3,0,3,69.0,70.0,69.33333333333333
bouchez,3,0,3,66.0,70.0,68.66666666666667
cavanna,3,3,0,65.0,66.0,65.66666666666667
Bianco,3,0,3,25.0,28.0,26.333333333333332
Bidard,3,0,3,39.0,40.0,39.333333333333336
BAILLEUL,3,3,0,46.0,47.0,46.666666666666664
OMARJEE,3,3,0,33.0,55.0,47.333333333333336
Bill,3,0,3,70.0,72.0,71.0
Billet,3,2,1,42.0,45.0,43.333333333333336
BACCI,3,3,0,69.0,70.0,69.33333333333333
BAGNERIS,3,3,0,61.0,63.0,62.0
BADUFLE-DOUCHEZ,3,0,3,40.0,44.0,42.666666666666664
BADIN,3,3,0,60.0,61.0,60.666666666666664
MORANCHO CROQUETTE,3,0,3,69.0,70.0,69.66666666666667
Bilirit,3,3,0,64.0,65.0,64.66666666666667
Appere,3,3,0,67.0,67.0,67.0
BAREIGTS,3,0,3,53.0,55.0,53.666666666666664
BARREILLE,3,0,3,70.0,70.0,70.0
Ngatcha,3,3,0,49.0,51.0,49.666666666666664
MORIZIO,3,0,3,62.0,64.0,63.333333333333336
MORTON,3,3,0,50.0,51.0,50.666666666666664
cherriere,3,0,3,54.0,56.0,55.0
Aubry,3,1,2,34.0,56.0,41.333333333333336
portet,3,3,0,70.0,70.0,70.0
Medevielle,3,3,0,60.0,61.0,60.666666666666664
chibli,3,3,0,44.0,45.0,44.333333333333336
Mellier,3,2,1,50.0,74.0,58.333333333333336
Laurent,3,3,0,44.0,44.0,44.0
dallemagne,3,3,0,58.0,61.0,59.666666666666664
labarthe,3,3,0,49.0,51.0,50.0
MARTINS,3,3,0,50.0,58.0,53.0
BIr,3,0,3,51.0,52.0,51.666666666666664
BITZ,3,3,0,48.0,49.0,48.333333333333336
khalifé,3,3,0,70.0,70.0,70.0
MATEILLE,3,0,3,46.0,48.0,47.333333333333336
gauthier,3,3,0,44.0,71.0,61.666666666666664
BIHL,3,3,0,70.0,70.0,70.0
BIENVENU,3,0,3,59.0,62.0,60.333333333333336
imbert,3,3,0,46.0,47.0,46.666666666666664
fond,3,3,0,57.0,58.0,57.333333333333336
MICHAU,3,3,0,64.0,67.0,66.0
joly,3,1,2,50.0,70.0,63.0
BERTHOUD,3,3,0,58.0,60.0,59.0
fontaine,3,3,0,36.0,60.0,49.666666666666664
