nom,people_count,male,female,min_age,max_age,avg_age
chabot,2,2,0,60.0,61.0,60.5
chaline,2,0,2,57.0,58.0,57.5
catillon,2,2,0,26.0,28.0,27.0
cazard,2,0,2,69.0,70.0,69.5
Bourdeau,2,2,0,60.0,61.0,60.5
Boureau,2,2,0,63.0,65.0,64.0
Bourel,2,0,2,70.0,71.0,70.5
Boulogne,2,2,0,31.0,31.0,31.0
Boumertit,2,2,0,49.0,50.0,49.5
brulin,2,0,2,50.0,50.0,50.0
Bouquet,2,2,0,43.0,44.0,43.5
Branco,2,2,0,37.0,38.0,37.5
Bourgeois,2,2,0,33.0,35.0,34.0
Bourleau,2,2,0,39.0,39.0,39.0
Bourouaha,2,0,2,60.0,60.0,60.0
bouyx,2,2,0,54.0,54.0,54.0
braive,2,2,0,58.0,62.0,60.0
brenier,2,2,0,47.0,50.0,48.5
breuilh,2,2,0,68.0,69.0,68.5
bothorel,2,2,0,57.0,58.0,57.5
Bounes,2,2,0,47.0,47.0,47.0
BUX,2,2,0,73.0,74.0,73.5
delaire,2,0,2,65.0,65.0,65.0
delattre,2,0,2,51.0,52.0,51.5
demas,2,0,2,54.0,54.0,54.0
demois,2,2,0,60.0,63.0,61.5
de Pélichy,2,0,2,38.0,38.0,38.0
de Waziers,2,0,2,70.0,70.0,70.0
de Lépinau,2,2,0,55.0,55.0,55.0
Barbier,2,0,2,51.0,53.0,52.0
Billard,2,0,2,55.0,56.0,55.5
de la Verpillière,2,2,0,68.0,68.0,68.0
de russé,2,2,0,77.0,78.0,77.5
de scorraille,2,2,0,57.0,58.0,57.5
degruelle,2,2,0,59.0,60.0,59.5
de NICOLAY,2,2,0,71.0,71.0,71.0
Barrot,2,2,0,41.0,41.0,41.0
Baudoux,2,2,0,74.0,74.0,74.0
Barrouillet,2,0,2,57.0,59.0,58.0
Barthès,2,2,0,57.0,57.0,57.0
Barusseau,2,2,0,54.0,54.0,54.0
Bardisa,2,2,0,55.0,55.0,55.0
BROCARD,2,0,2,42.0,43.0,42.5
BROSSET,2,0,2,67.0,68.0,67.5
BROSSIER,2,0,2,61.0,62.0,61.5
BROU,2,0,2,38.0,39.0,38.5
BROUILLET,2,2,0,64.0,65.0,64.5
BRUYEN,2,2,0,64.0,64.0,64.0
BUCHERT,2,0,2,68.0,69.0,68.5
BUCHOU,2,2,0,50.0,50.0,50.0
Battail,2,2,0,60.0,61.0,60.5
BUTCHER,2,0,2,55.0,56.0,55.5
BUNLON,2,0,2,54.0,55.0,54.5
BUREAU,2,0,2,71.0,72.0,71.5
BURGY,2,0,2,40.0,40.0,40.0
BRUTHE,2,0,2,61.0,62.0,61.5
BRUTUS,2,0,2,55.0,56.0,55.5
Balage El Mariky,2,0,2,34.0,34.0,34.0
Balanant,2,2,0,53.0,53.0,53.0
Balandraud,2,2,0,45.0,46.0,45.5
Baldy,2,2,0,42.0,42.0,42.0
BURON,2,2,0,73.0,74.0,73.5
Battistel,2,0,2,68.0,68.0,68.0
cuvelier,2,0,2,44.0,46.0,45.0
Benbrahim,2,2,0,44.0,44.0,44.0
Benmokhtar,2,0,2,30.0,30.0,30.0
de Bonet d Oléon,2,0,2,42.0,42.0,42.0
de Bourrousse,2,2,0,56.0,57.0,56.5
de COURSON,2,2,0,72.0,72.0,72.0
de Cidrac,2,0,2,59.0,59.0,59.0
Bertran,2,0,2,61.0,62.0,61.5
Berger,2,2,0,44.0,45.0,44.5
Bassani,2,0,2,57.0,58.0,57.5
Benassy,2,0,2,44.0,45.0,44.5
Bessac,2,2,0,42.0,42.0,42.0
Besse,2,0,2,60.0,61.0,60.5
Besson,2,0,2,53.0,53.0,53.0
Bernhardt,2,2,0,24.0,24.0,24.0
Bichet,2,0,2,41.0,41.0,41.0
Bienvenu,2,2,0,63.0,63.0,63.0
Bouchier,2,2,0,43.0,44.0,43.5
Bouchoux,2,0,2,56.0,58.0,57.0
Boudineau,2,0,2,55.0,57.0,56.0
Bernalicis,2,2,0,34.0,35.0,34.5
Bataille,2,0,2,41.0,41.0,41.0
Bay,2,2,0,46.0,47.0,46.5
Bazin-Malgras,2,0,2,54.0,55.0,54.5
Berville,2,2,0,34.0,34.0,34.0
Beaugendre,2,0,2,54.0,54.0,54.0
Beaulande,2,0,2,59.0,59.0,59.0
Becousse,2,2,0,63.0,63.0,63.0
Baume,2,0,2,42.0,43.0,42.5
Belhomme,2,0,2,55.0,56.0,55.5
Belin,2,0,2,42.0,43.0,42.5
cueff,2,2,0,66.0,67.0,66.5
Bellamy,2,2,0,38.0,60.0,49.0
de Comarmond,2,0,2,56.0,57.0,56.5
de LA HAMAYDE,2,2,0,69.0,70.0,69.5
Belluco,2,0,2,36.0,36.0,36.0
Belot,2,2,0,84.0,85.0,84.5
Belouassa Cherifi,2,0,2,29.0,30.0,29.5
dardant,2,0,2,75.0,75.0,75.0
dauchelle,2,0,2,46.0,46.0,46.0
creugnet,2,2,0,45.0,46.0,45.5
croizard,2,2,0,70.0,70.0,70.0
Bell-lloch,2,2,0,43.0,43.0,43.0
Wilsius,2,2,0,66.0,68.0,67.0
XOWIE,2,2,0,61.0,61.0,61.0
YADAN,2,0,2,55.0,56.0,55.5
CHERRIER,2,0,2,47.0,49.0,48.0
CHAVANON,2,0,2,60.0,62.0,61.0
CHAVENT,2,2,0,56.0,56.0,56.0
CHAVEROT,2,0,2,59.0,61.0,60.0
CHEDOUTEAUD,2,2,0,50.0,50.0,50.0
CHEKHEMANI,2,2,0,49.0,49.0,49.0
blin,2,2,0,67.0,68.0,67.5
CHESNEAU,2,0,2,61.0,62.0,61.5
CHENEVARD,2,2,0,64.0,64.0,64.0
CHEREAU-NEMAZINE,2,0,2,49.0,50.0,49.5
WARSMANN,2,2,0,58.0,59.0,58.5
WATTEBLED,2,2,0,71.0,72.0,71.5
WAUQUIEZ,2,2,0,49.0,49.0,49.0
Vogel,2,2,0,69.0,69.0,69.0
Voisin,2,2,0,61.0,63.0,62.0
CIUNTU,2,0,2,59.0,59.0,59.0
CHOPARD,2,0,2,64.0,66.0,65.0
CHIKIROU,2,0,2,45.0,45.0,45.0
CHIAVASSA,2,0,2,43.0,47.0,45.0
alleman,2,2,0,46.0,46.0,46.0
ZOBDA,2,2,0,61.0,65.0,63.0
ZELTZ,2,0,2,64.0,65.0,64.5
ZIEGLER,2,2,0,71.0,72.0,71.5
CHARLIER,2,2,0,51.0,61.0,56.0
CHARPENTIER,2,2,0,61.0,62.0,61.5
CHARRE,2,2,0,52.0,54.0,53.0
CHANFI,2,0,2,35.0,39.0,37.0
Youssouf,2,0,2,34.0,35.0,34.5
CHAPUIS,2,2,0,33.0,34.0,33.5
achalme,2,2,0,65.0,66.0,65.5
CHAUVEAU,2,2,0,52.0,52.0,52.0
CHASSEING,2,2,0,76.0,77.0,76.5
Weber,2,0,2,40.0,41.0,40.5
Wehrling,2,2,0,50.0,50.0,50.0
Weiss,2,0,2,24.0,26.0,25.0
WOITIER,2,0,2,48.0,50.0,49.0
YOUSSOUFFA,2,0,2,45.0,46.0,45.5
Yon-Courtin,2,0,2,50.0,51.0,50.5
CHAPEL,2,0,2,56.0,57.0,56.5
Violland,2,0,2,50.0,51.0,50.5
CONAN,2,0,2,65.0,67.0,66.0
CONCONNE,2,0,2,60.0,60.0,60.0
COLLART,2,2,0,52.0,54.0,53.0
COLOM,2,2,0,28.0,29.0,28.5
COLOMBANI,2,2,0,57.0,57.0,57.0
COLOMBIER,2,0,2,66.0,67.0,66.5
COHEN,2,2,0,37.0,38.0,37.5
COPPOLA,2,2,0,60.0,60.0,60.0
CHOUVIER,2,0,2,62.0,62.0,62.0
CORBIERE-FAUVEL,2,0,2,58.0,59.0,58.5
CORBISEZ,2,2,0,63.0,63.0,63.0
COMBELLE,2,2,0,54.0,54.0,54.0
Vaginay,2,0,2,54.0,54.0,54.0
Valerie,2,0,2,51.0,52.0,51.5
VOITURIEZ,2,0,2,65.0,65.0,65.0
VOLPATO,2,0,2,66.0,67.0,66.5
VON-PINE,2,2,0,57.0,57.0,57.0
VIROULAUD,2,2,0,72.0,73.0,72.5
CORMIER épse ANDRE,2,0,2,61.0,62.0,61.5
COQUELET,2,2,0,75.0,75.0,75.0
CHRISTOPHE,2,2,0,53.0,54.0,53.5
WEILL,2,2,0,74.0,75.0,74.5
WAROT,2,0,2,48.0,50.0,49.0
CLAVE,2,2,0,72.0,73.0,72.5
CLEMENT,2,0,2,40.0,42.0,41.0
CLEMENTE,2,2,0,65.0,66.0,65.5
CIETERS,2,0,2,53.0,54.0,53.5
CIGANA,2,2,0,63.0,63.0,63.0
CINEUX,2,2,0,47.0,47.0,47.0
CIOTTI,2,2,0,58.0,59.0,58.5
Villedieu,2,2,0,35.0,35.0,35.0
Wallart,2,2,0,71.0,72.0,71.5
CLICQ,2,2,0,70.0,71.0,70.5
CLÉMENT,2,2,0,66.0,67.0,66.5
CLAUDE,2,2,0,60.0,64.0,62.0
Vigier,2,2,0,57.0,60.0,58.5
Vigneron,2,2,0,35.0,35.0,35.0
Verdier,2,2,0,39.0,40.0,39.5
Verien,2,0,2,55.0,55.0,55.0
COINTAT,2,2,0,48.0,48.0,48.0
Vigouroux,2,2,0,58.0,66.0,62.0
WOYNAROSKI,2,2,0,50.0,52.0,51.0
CALMELLY,2,2,0,66.0,66.0,66.0
benoit,2,2,0,65.0,66.0,65.5
CAPS,2,2,0,50.0,51.0,50.5
CAPUS,2,2,0,49.0,49.0,49.0
CARCHON,2,0,2,48.0,49.0,48.5
CAREIL,2,2,0,58.0,59.0,58.5
CANTALOUBE,2,2,0,67.0,67.0,67.0
bertrand,2,2,0,49.0,50.0,49.5
bertucat,2,2,0,53.0,53.0,53.0
CHEVROLLIER,2,2,0,49.0,49.0,49.0
belleil,2,2,0,58.0,59.0,58.5
ben cheikh,2,2,0,47.0,48.0,47.5
bennacer,2,0,2,53.0,53.0,53.0
beaujouan,2,2,0,63.0,64.0,63.5
badenas,2,2,0,64.0,66.0,65.0
baile,2,2,0,70.0,71.0,70.5
barenton guillas,2,0,2,46.0,48.0,47.0
barret,2,2,0,51.0,52.0,51.5
barruel,2,0,2,63.0,65.0,64.0
CAROIT,2,0,2,39.0,39.0,39.0
besnard,2,0,2,60.0,61.0,60.5
bohl,2,2,0,60.0,61.0,60.5
bonnecarrere,2,2,0,69.0,69.0,69.0
CADIOU,2,0,2,51.0,52.0,51.5
CADUDAL,2,0,2,51.0,52.0,51.5
Bécart,2,0,2,68.0,70.0,69.0
Bélim,2,0,2,36.0,36.0,36.0
Bénard,2,2,0,29.0,29.0,29.0
Bénévise (Graindorge),2,0,2,37.0,37.0,37.0
boudet,2,2,0,58.0,58.0,58.0
boutenegre,2,2,0,52.0,54.0,53.0
CANOVA,2,2,0,65.0,67.0,66.0
CABANIS,2,0,2,45.0,47.0,46.0
CADEC,2,2,0,67.0,67.0,67.0
CAMARA,2,0,2,38.0,42.0,40.0
CASTRO,2,0,2,54.0,55.0,54.5
CATHERINE,2,2,0,47.0,48.0,47.5
CATTIN,2,2,0,68.0,69.0,68.5
CAPDEPON,2,0,2,53.0,54.0,53.5
CANARD,2,0,2,30.0,31.0,30.5
CANAYER,2,0,2,59.0,59.0,59.0
CANICAVE,2,2,0,64.0,65.0,64.5
Bône,2,2,0,72.0,72.0,72.0
CERINO,2,2,0,53.0,53.0,53.0
CHABAL,2,2,0,68.0,72.0,70.0
CAUDRON,2,2,0,75.0,75.0,75.0
CAUWET,2,0,2,61.0,62.0,61.5
CAVITTE,2,2,0,53.0,55.0,54.0
CHALUMEAU,2,0,2,37.0,39.0,38.0
CHAMBARET,2,0,2,64.0,64.0,64.0
CHAILLEUX,2,0,2,58.0,59.0,58.5
CHAILLOU,2,2,0,59.0,59.0,59.0
CARON-DECROIX,2,0,2,44.0,47.0,45.5
arik,2,2,0,41.0,41.0,41.0
arsac,2,2,0,51.0,52.0,51.5
amoros,2,0,2,72.0,73.0,72.5
andreu sabater,2,2,0,62.0,62.0,62.0
angeletti,2,0,2,59.0,60.0,59.5
apourceau-poly,2,0,2,58.0,58.0,58.0
ZILIO,2,2,0,35.0,37.0,36.0
ZAMMIT-POPESCU,2,0,2,52.0,53.0,52.5
ZANNETTACCI,2,2,0,66.0,67.0,66.5
CHEVREAU,2,2,0,60.0,61.0,60.5
CHAIMOVITCH,2,2,0,63.0,64.0,63.5
barthelet,2,0,2,49.0,50.0,49.5
baylac,2,0,2,48.0,49.0,48.5
bazile,2,2,0,49.0,50.0,49.5
CARPENTIER,2,2,0,42.0,65.0,53.5
CARRERE-GEE,2,0,2,61.0,62.0,61.5
CARRIQUE,2,0,2,53.0,54.0,53.5
CARROT TANNEAU,2,0,2,49.0,49.0,49.0
CARILLON,2,0,2,55.0,56.0,55.5
CAUCHE,2,2,0,67.0,67.0,67.0
CARRÈRE,2,0,2,56.0,56.0,56.0
CEDILEAU,2,0,2,57.0,58.0,57.5
CASSAGNOLE,2,2,0,69.0,69.0,69.0
CASSOU-SCHOTTE,2,0,2,63.0,63.0,63.0
CASTOR,2,2,0,62.0,62.0,62.0
CAZAUBON,2,2,0,71.0,71.0,71.0
CAZENAVE,2,2,0,46.0,46.0,46.0
CAZENEUVE,2,2,0,66.0,66.0,66.0
CHATILLON,2,2,0,77.0,78.0,77.5
CHAULET,2,0,2,58.0,60.0,59.0
CHAUMONT,2,0,2,55.0,56.0,55.5
CECCOLI,2,2,0,55.0,56.0,55.5
CARUHEL,2,0,2,46.0,47.0,46.5
Arini,2,0,2,69.0,69.0,69.0
Ariztegui,2,2,0,32.0,36.0,34.0
Auzou,2,2,0,71.0,72.0,71.5
Ayache,2,2,0,69.0,72.0,70.5
BARREAU,2,0,2,45.0,47.0,46.0
BASTIANI,2,0,2,51.0,53.0,52.0
BARIL,2,0,2,67.0,68.0,67.5
BACHÉ,2,2,0,61.0,61.0,61.0
BADERI,2,0,2,38.0,38.0,38.0
BRUSSAT,2,0,2,60.0,63.0,61.5
Augey,2,0,2,29.0,30.0,29.5
Auslender,2,2,0,46.0,47.0,46.5
Autain,2,0,2,51.0,51.0,51.0
Auzanot,2,0,2,52.0,52.0,52.0
BAGNON,2,2,0,45.0,47.0,46.0
BABAUT,2,2,0,71.0,71.0,71.0
pantel,2,0,2,53.0,53.0,53.0
patouret,2,0,2,46.0,46.0,46.0
BAILLY,2,0,2,69.0,70.0,69.5
BAKHTIARI MOGHADDAM,2,2,0,31.0,32.0,31.5
Aufort,2,2,0,69.0,71.0,70.0
payan,2,2,0,43.0,45.0,44.0
pericard,2,2,0,49.0,49.0,49.0
perrin,2,2,0,45.0,46.0,45.5
peters,2,0,2,40.0,42.0,41.0
petiot,2,0,2,37.0,38.0,37.5
pano,2,2,0,36.0,37.0,36.5
panosyan-bouvet,2,0,2,53.0,53.0,53.0
potier,2,2,0,60.0,61.0,60.5
pottier,2,2,0,56.0,57.0,56.5
Arfeuille,2,2,0,49.0,50.0,49.5
philippon,2,0,2,75.0,76.0,75.5
pic,2,0,2,46.0,46.0,46.0
pinville,2,0,2,63.0,66.0,64.5
Aoudjehane,2,2,0,53.0,56.0,54.5
Appéré,2,0,2,45.0,45.0,45.0
Ardouin,2,0,2,53.0,54.0,53.5
plantade,2,2,0,61.0,62.0,61.5
Arnault,2,2,0,29.0,29.0,29.0
Asensi,2,2,0,75.0,76.0,75.5
Assaf,2,2,0,48.0,49.0,48.5
poux,2,2,0,63.0,63.0,63.0
mandelli,2,2,0,56.0,56.0,56.0
manoa,2,0,2,73.0,75.0,74.0
BELLIARD,2,1,1,42.0,58.0,50.0
BELLINI,2,0,2,65.0,65.0,65.0
BELTZUNG,2,2,0,60.0,61.0,60.5
menache,2,0,2,39.0,39.0,39.0
marolleau,2,2,0,58.0,59.0,58.5
martin,2,0,2,55.0,56.0,55.5
mazet,2,2,0,52.0,53.0,52.5
BALCON,2,0,2,61.0,62.0,61.5
malhuret,2,2,0,70.0,71.0,70.5
BAUDOUX,2,2,0,66.0,66.0,66.0
mesnil,2,2,0,59.0,60.0,59.5
metzdorf,2,2,0,36.0,36.0,36.0
meziane,2,2,0,58.0,59.0,58.5
mebarek,2,0,2,52.0,52.0,52.0
BAUMEL,2,2,0,58.0,59.0,58.5
BAVIERE,2,2,0,53.0,54.0,53.5
BATHO,2,0,2,51.0,51.0,51.0
BATTAGLIA,2,2,0,58.0,58.0,58.0
malaterre,2,2,0,64.0,65.0,64.5
BALDECCHI,2,2,0,76.0,76.0,76.0
BEAUDREY,2,2,0,59.0,59.0,59.0
BEAUME,2,2,0,68.0,68.0,68.0
BAYLET,2,2,0,76.0,77.0,76.5
BEARUNE,2,0,2,49.0,50.0,49.5
morisse,2,2,0,54.0,56.0,55.0
nabenesa,2,0,2,44.0,45.0,44.5
naegelen,2,2,0,40.0,41.0,40.5
moreau,2,0,2,63.0,64.0,63.5
BEAU,2,1,1,55.0,59.0,57.0
BALLESIO,2,2,0,75.0,75.0,75.0
BAMCOLO,2,2,0,43.0,43.0,43.0
nury,2,0,2,57.0,60.0,58.5
olivier,2,2,0,63.0,63.0,63.0
ozenne,2,0,2,46.0,46.0,46.0
narducci,2,0,2,62.0,62.0,62.0
nassah,2,2,0,43.0,44.0,43.5
BARO,2,2,0,74.0,75.0,74.5
BARBARIN,2,2,0,57.0,57.0,57.0
BARBAUX,2,2,0,69.0,70.0,69.5
BALLAND,2,2,0,75.0,75.0,75.0
BAMANA,2,0,2,53.0,54.0,53.5
AKPINAR-ISTIQUAM,2,0,2,41.0,42.0,41.5
ALAIN,2,0,2,60.0,60.0,60.0
ALDEBERT,2,2,0,56.0,56.0,56.0
AGNERAY,2,0,2,51.0,51.0,51.0
AGOBIAN,2,0,2,50.0,53.0,51.5
valleton,2,0,2,70.0,71.0,70.5
ALEXANDER,2,2,0,65.0,67.0,66.0
ALEXANDRE,2,0,2,50.0,52.0,51.0
vialelle,2,2,0,65.0,67.0,66.0
pédehontaa,2,2,0,63.0,64.0,63.5
valente le hir,2,0,2,58.0,59.0,58.5
AFFILE,2,2,0,55.0,55.0,55.0
sardeing,2,0,2,58.0,59.0,58.5
sargiacomo,2,2,0,54.0,55.0,54.5
saint-paul,2,0,2,43.0,43.0,43.0
sallé,2,0,2,48.0,49.0,48.5
sandragne,2,0,2,61.0,61.0,61.0
rudisuhli,2,0,2,52.0,55.0,53.5
seguin,2,2,0,45.0,45.0,45.0
simeoni,2,2,0,54.0,54.0,54.0
vidau,2,2,0,69.0,69.0,69.0
zanardo,2,2,0,65.0,66.0,65.5
ABELLI,2,2,0,50.0,51.0,50.5
ABINAL,2,2,0,51.0,52.0,51.5
yon,2,2,0,67.0,69.0,68.0
woerth,2,2,0,68.0,69.0,68.5
ABRINAS,2,2,0,72.0,73.0,72.5
tramier,2,0,2,57.0,58.0,57.5
travers,2,2,0,48.0,49.0,48.5
teyssedou,2,2,0,66.0,66.0,66.0
thien,2,2,0,79.0,80.0,79.5
ALLEGRET-PILOT,2,2,0,35.0,35.0,35.0
suard,2,0,2,50.0,50.0,50.0
taché,2,2,0,40.0,40.0,40.0
vallet,2,2,0,41.0,45.0,43.0
vermillet,2,0,2,63.0,64.0,63.5
AHMED-VALI,2,2,0,59.0,60.0,59.5
AILLERIE épouse HAMARD,2,0,2,65.0,66.0,65.5
ADAME,2,0,2,50.0,51.0,50.5
ADLANI,2,0,2,45.0,46.0,45.5
ADRIEN,2,2,0,68.0,68.0,68.0
ABADIE,2,0,2,50.0,56.0,53.0
tjibaou,2,2,0,48.0,48.0,48.0
AVIRAGNET,2,2,0,68.0,68.0,68.0
Alfandari,2,2,0,44.0,44.0,44.0
Allemand,2,0,2,54.0,55.0,54.5
Aubey,2,2,0,59.0,60.0,59.5
Alloncius,2,2,0,67.0,67.0,67.0
Alloncle,2,2,0,30.0,31.0,30.5
Allosia,2,0,2,57.0,58.0,57.5
Allouch,2,2,0,42.0,45.0,43.5
Alphonse,2,0,2,60.0,62.0,61.0
simon,2,2,0,52.0,70.0,61.0
Albouy,2,2,0,49.0,49.0,49.0
Alemany,2,2,0,47.0,48.0,47.5
ravier,2,2,0,51.0,54.0,52.5
Amard,2,2,0,57.0,57.0,57.0
Amirshahi,2,2,0,52.0,52.0,52.0
Alleno,2,2,0,48.0,48.0,48.0
raynaud,2,2,0,63.0,64.0,63.5
reichardt,2,2,0,70.0,71.0,70.5
richir,2,2,0,67.0,68.0,67.5
princay,2,2,0,53.0,53.0,53.0
Albertini,2,2,0,54.0,54.0,54.0
santelli,2,2,0,51.0,52.0,51.5
santiago,2,0,2,58.0,59.0,58.5
ARRIGHI,2,0,2,64.0,65.0,64.5
ARTIGNY,2,2,0,59.0,60.0,59.5
ARTIGUES,2,2,0,55.0,55.0,55.0
ARZAL,2,0,2,51.0,52.0,51.5
ASSIH,2,0,2,50.0,50.0,50.0
ARNAULT,2,0,2,66.0,67.0,66.5
roumegas,2,2,0,62.0,62.0,62.0
rousseau,2,2,0,58.0,58.0,58.0
Aguiton,2,2,0,66.0,66.0,66.0
roiron,2,2,0,56.0,56.0,56.0
AUDOUY,2,0,2,55.0,56.0,55.5
rosso,2,2,0,91.0,93.0,92.0
AZOUG,2,0,2,58.0,58.0,58.0
Abelin,2,2,0,70.0,70.0,70.0
AUGIER,2,2,0,71.0,71.0,71.0
AVENA,2,2,0,54.0,54.0,54.0
rusin,2,0,2,56.0,57.0,56.5
Abomangoli,2,0,2,48.0,49.0,48.5
Adam,2,2,0,57.0,58.0,57.5
risser,2,0,2,69.0,70.0,69.5
BORDERIE,2,0,2,55.0,55.0,55.0
BORDES,2,0,2,62.0,63.0,62.5
BORGNE,2,0,2,64.0,65.0,64.5
BONNEFOND,2,2,0,51.0,52.0,51.5
BORGOO,2,0,2,67.0,68.0,67.5
BORNE,2,0,2,63.0,63.0,63.0
BOTIN,2,2,0,62.0,62.0,62.0
BOUE,2,0,2,67.0,69.0,68.0
BOUGRAUD,2,0,2,60.0,60.0,60.0
leonetti,2,2,0,72.0,72.0,72.0
BRARD,2,2,0,56.0,56.0,56.0
BOURGEAUX,2,2,0,61.0,61.0,61.0
BOULEVART,2,2,0,29.0,30.0,29.5
BOULOUX,2,2,0,52.0,52.0,52.0
BOUQUET,2,2,0,49.0,68.0,58.5
BOUCLET,2,2,0,66.0,67.0,66.5
BOUDIER,2,2,0,67.0,68.0,67.5
gelot rateau,2,0,2,49.0,52.0,50.5
BOUSSELMAME,2,2,0,62.0,62.0,62.0
BOURAT,2,0,2,55.0,55.0,55.0
BREGEON,2,0,2,33.0,34.0,33.5
BOLE,2,2,0,41.0,42.0,41.5
BOLZAN,2,2,0,56.0,57.0,56.5
guere,2,0,2,54.0,55.0,54.5
guerin,2,2,0,53.0,53.0,53.0
guilleminot,2,0,2,48.0,48.0,48.0
guillemoteau,2,2,0,63.0,65.0,64.0
guillet,2,2,0,73.0,74.0,73.5
BOMMALAIS,2,0,2,43.0,43.0,43.0
BONENFANT,2,2,0,55.0,56.0,55.5
BORD,2,2,0,51.0,51.0,51.0
gold,2,2,0,59.0,59.0,59.0
gosselin,2,2,0,57.0,58.0,57.5
germain,2,2,0,36.0,37.0,36.5
BONNEFOY,2,0,2,62.0,62.0,62.0
BONNICHON,2,2,0,58.0,59.0,58.5
BONSANG,2,2,0,72.0,72.0,72.0
gourmand,2,0,2,67.0,67.0,67.0
grange,2,2,0,62.0,64.0,63.0
greffier,2,2,0,48.0,49.0,48.5
BONY,2,2,0,69.0,69.0,69.0
grimpret,2,2,0,61.0,61.0,61.0
gabelotaud,2,0,2,44.0,45.0,44.5
BRAUX,2,2,0,68.0,68.0,68.0
BOVIER,2,2,0,68.0,68.0,68.0
BOYARD,2,2,0,23.0,24.0,23.5
BRACCO,2,0,2,54.0,55.0,54.5
BRACQUEMOND,2,2,0,57.0,60.0,58.5
dogor,2,0,2,53.0,54.0,53.5
doriol,2,2,0,46.0,47.0,46.5
dossemont,2,0,2,53.0,55.0,54.0
BOURGADE,2,0,2,67.0,68.0,67.5
derrar,2,2,0,49.0,50.0,49.5
dhelias,2,0,2,53.0,54.0,53.5
BRIDOUX,2,2,0,72.0,73.0,72.5
dumas,2,1,1,61.0,66.0,63.5
diwuy,2,2,0,63.0,63.0,63.0
BROWN,2,0,2,52.0,52.0,52.0
BRIGAND,2,2,0,72.0,72.0,72.0
BRISSON,2,2,0,66.0,66.0,66.0
BRETON,2,2,0,61.0,62.0,61.5
BRETTON,2,0,2,43.0,44.0,43.5
dubay,2,2,0,59.0,60.0,59.5
gery,2,2,0,37.0,37.0,37.0
giacomel,2,2,0,55.0,55.0,55.0
gargani,2,2,0,56.0,59.0,57.5
gaudy,2,2,0,49.0,49.0,49.0
gay,2,2,0,39.0,39.0,39.0
favennec,2,2,0,65.0,66.0,65.5
fegne,2,2,0,63.0,64.0,63.5
florquin,2,2,0,31.0,31.0,31.0
duvand,2,0,2,56.0,59.0,57.5
BRUNAUD-RHYN,2,0,2,57.0,60.0,58.5
BOUVIER,2,2,0,48.0,49.0,48.5
galland,2,2,0,70.0,71.0,70.5
forestier,2,2,0,68.0,69.0,68.5
fortin,2,2,0,50.0,53.0,51.5
fouassin,2,2,0,63.0,63.0,63.0
faucillon,2,0,2,43.0,43.0,43.0
fauconnet,2,2,0,62.0,63.0,62.5
BOUTES,2,2,0,68.0,69.0,68.5
BOUTLEUX,2,2,0,39.0,40.0,39.5
BOUTON,2,0,2,56.0,56.0,56.0
BOUVET,2,2,0,56.0,59.0,57.5
BRUNDU,2,2,0,56.0,57.0,56.5
BESCHIZZA,2,2,0,52.0,52.0,52.0
BESNIER,2,0,2,66.0,66.0,66.0
BEQ,2,2,0,54.0,54.0,54.0
BERARD,2,0,2,68.0,69.0,68.5
BENATRE,2,0,2,65.0,66.0,65.5
BENCHELLOUG,2,2,0,33.0,33.0,33.0
BENEVENTI,2,2,0,77.0,77.0,77.0
BERNIER,2,0,2,47.0,48.0,47.5
BERETTONI,2,2,0,38.0,39.0,38.5
BOISSEAU,2,0,2,57.0,57.0,57.0
BERGEROO,2,0,2,59.0,59.0,59.0
lechner,2,0,2,48.0,49.0,48.5
lefebvre,2,0,2,62.0,63.0,62.5
BERNARDINI CARRANO,2,0,2,56.0,57.0,56.5
BERNASCONI,2,0,2,50.0,51.0,50.5
lagier,2,2,0,76.0,77.0,76.5
lahmar,2,2,0,53.0,53.0,53.0
launay,2,0,2,64.0,66.0,65.0
lauzzana,2,2,0,67.0,67.0,67.0
lavest,2,0,2,53.0,53.0,53.0
BERGANTZ,2,0,2,56.0,56.0,56.0
leriche,2,2,0,84.0,86.0,85.0
lermytte,2,0,2,58.0,58.0,58.0
luberriaga,2,0,2,52.0,52.0,52.0
lucas,2,2,0,53.0,54.0,53.5
mabire,2,2,0,61.0,63.0,62.0
levesque,2,2,0,71.0,72.0,71.5
lherm,2,0,2,65.0,66.0,65.5
litaudon,2,2,0,67.0,68.0,67.5
BEDIER,2,2,0,61.0,61.0,61.0
BEGORRE,2,2,0,67.0,67.0,67.0
BEX,2,2,0,62.0,62.0,62.0
BELHADDAD,2,2,0,55.0,55.0,55.0
BEAUNOL,2,2,0,61.0,61.0,61.0
BEAURAIN,2,2,0,52.0,53.0,52.5
BEAUVARLET,2,2,0,28.0,32.0,30.0
BELIN,2,2,0,58.0,59.0,58.5
BELLANGER,2,2,0,61.0,61.0,61.0
BELLAY,2,0,2,49.0,49.0,49.0
BEDEK,2,2,0,63.0,64.0,63.5
BETTATI,2,2,0,50.0,51.0,50.5
BEUCHON,2,2,0,71.0,71.0,71.0
BELAIR,2,2,0,71.0,71.0,71.0
keloua hachi,2,0,2,53.0,53.0,53.0
BIOULAC,2,2,0,56.0,56.0,56.0
BILDE,2,2,0,47.0,48.0,47.5
BILLOUDET,2,2,0,61.0,62.0,61.5
