uuid,nomSociete,evaluation,capitalDetenu,nombreParts,commentaire,remuneration
8ede55aa-7a06-4cc7-bbc4-3b2b7f77a22f,DOME 2000,152,,1,"Rémunération de l'exercice 2019, votée en AG du 30/06/2020",37
d4db4576-9280-44a3-8cf2-f26e29501150,Société coopérative Plaine énergie citoyenne (Saint denis),1000,2,20,,0
471377c7-4a0e-425c-bf04-9ab896219b88,SCI [Données non publiées],23232,50,500,Dividendes annuelles Dissolution de la société en décembre 2019,4000
471377c7-4a0e-425c-bf04-9ab896219b88,Caisse d'épargne,43704,,1,Compte titre détenu à la Caisse d'épargne ayant un rendement négatif.,0
00fb9161-9cf9-4783-bfe9-3e0e828f340c,Crédit Agricole [Données non publiées],30,,20,,"0,25 euros"
1dc44189-1185-4eb7-9892-85e552fa271e,AXA,752236,0,40205,,Dividendes perçus en 2019 pour 44.047€ avant PFU.
ecc49d9d-b671-4b7b-a85a-4109549433f1,SCI [Données non publiées],1100,11,111,,0
ecc49d9d-b671-4b7b-a85a-4109549433f1,Quadient,1136,,39,,0
6dda54a2-4bdc-4d5f-a857-f6bb454443d9,Sokoa,1164,,50,Je ne connais pas le nombre d'actions total de la société.,Dividendes annuels d'environ 2 euros par action
fa750ddf-1f95-4fca-920b-856798de2ee8,SCI [Données non publiées],300,30,3,SCI familiale,0
a31b4a2e-2362-4e42-9f61-59b765bb60f6,SCI [Données non publiées],271644,97,100,"SCI familiale 
        [Données non publiées]
    ",0
a31b4a2e-2362-4e42-9f61-59b765bb60f6,SCI [Données non publiées],204370,97,100,"SCI familiale 
        [Données non publiées]
    ",0
a31b4a2e-2362-4e42-9f61-59b765bb60f6,[Données non publiées],147730,70,100,"SCI familiale
        [Données non publiées]
    ",0
48d30045-25f9-4d78-9dc6-9f284d1012e2,COFACE,1852,0,125,Cours de clôture au 31/10/24,130
48d30045-25f9-4d78-9dc6-9f284d1012e2,AYVENS,1818,0,300,Cours au 31/10/2024,108
48d30045-25f9-4d78-9dc6-9f284d1012e2,MANITOU,1734,0,100,Cours au 31/10/2024,0
48d30045-25f9-4d78-9dc6-9f284d1012e2,LHYFE,143,0,40,Cours au 31/10/2024,0
48d30045-25f9-4d78-9dc6-9f284d1012e2,HEXAOM,1512,0,60,,0
d785eb88-6f69-45f4-80e9-bb3dc7e6d536,SCI [Données non publiées],500,50,500,,néant
eb152ea3-0e55-4384-947b-4ba4cf9cad85,LVMH,3200480,0,7712,il s'agit de 7712 actions gratuites LVMH détenues au 30/06/2020,42 990 € / dividendes bruts 2019
eb152ea3-0e55-4384-947b-4ba4cf9cad85,[Données non publiées],319733,50,329720,"SCI 
        [Données non publiées]
    ",0
eb152ea3-0e55-4384-947b-4ba4cf9cad85,HERMES INTL,35702,0,48,Valorisation au 30/06/2020,218€/ dividendes bruts 2019
33f05443-03b1-4ca9-872c-e95b5cb399ae,Oxalis-SCOP,476,,15,"Je détiens 15 parts à 16 euros dans le capital de la SCOP Oxalis depuis l'assemblée générale de juin 2020. Depuis mai 2020, s'ajoute un prélèvement mensuel sur mon salaire en tant qu'associé de 3%, totalisant, pour quatre mois (mai-août 2020) 236,52 €. Soit un total au 31 août de 476,52 €.",0
33f05443-03b1-4ca9-872c-e95b5cb399ae,Enercoop,100,,1,,0
33f05443-03b1-4ca9-872c-e95b5cb399ae,SCIC Mobicoop,100,,1,,0
33f05443-03b1-4ca9-872c-e95b5cb399ae,Coopérative funéraire de Rennes,100,,5,,0
33f05443-03b1-4ca9-872c-e95b5cb399ae,Foncière D'Habitat et Humanisme,5032,,34,,0
d9beb724-ea7f-440b-9511-ee25860b7ff6,SCIC [Données non publiées],100,,2,,0
67f104f2-09bd-43f3-bd8b-ed859322455a,EURL Ligne42,200000,100,100,,0
67f104f2-09bd-43f3-bd8b-ed859322455a,SC Bodirose,118865,99,99,"
        [Données non publiées]
    ",0
3ef2f2dc-710c-4873-9b39-e9c8a4a79adb,SARL RELAIS DES PITONS,500,33,5,,15 000
c8dc104d-270b-4d47-9071-ad77f3e979ce,[Données non publiées],151000,79,479,"SARL familiale 
        [Données non publiées]
    ",0
e2d5b23e-eb14-4ac3-bd65-62c1032cf3ce,SELARL JURIS ARMOR,100000,100,80,"Rémunération perçue visée dans l'onglet ""Participations à des organes dirigeants""",0
e2d5b23e-eb14-4ac3-bd65-62c1032cf3ce,SCI [Données non publiées],60000,100,100,Revenus fonciers nets de la SCI,10.444
e2d5b23e-eb14-4ac3-bd65-62c1032cf3ce,SCI [Données non publiées],40000,50,50,"Quote part du revenu foncier de la SCI
        [Données non publiées]
    ",4.000
2065f135-8f5b-44fd-b621-61af19158016,SARL [Données non publiées],42317,42,183,Aucune rémunération sur les 5 dernières années,0
1cd96cdb-0307-4329-bff9-1703f8b3dd8a,Crédit Agricole,0,0,52,"
        [Données non publiées]
    ","Voir relevé de PEA du Crédit Agricole 
        [Données non publiées]
    "
78833489-6a1c-4fba-b4d5-e4c5869427ed,aeroport de Paris,366,,4,,0
78833489-6a1c-4fba-b4d5-e4c5869427ed,AIR FRANCE,24,,6,,0
78833489-6a1c-4fba-b4d5-e4c5869427ed,CREDIT AGRICOLE,127,,14,,0
78833489-6a1c-4fba-b4d5-e4c5869427ed,EDF,89,,8,0,0
78833489-6a1c-4fba-b4d5-e4c5869427ed,ENGIE,89,,8,,0
78833489-6a1c-4fba-b4d5-e4c5869427ed,FDJ,1384,,51,,22
78833489-6a1c-4fba-b4d5-e4c5869427ed,NATIXIS,53,,21,,0
78833489-6a1c-4fba-b4d5-e4c5869427ed,ORANGE,110,,10,,2
78833489-6a1c-4fba-b4d5-e4c5869427ed,SOCIETE LOCAL DE RENNES JANV CAISSE EPARGNE,400,,20,,0
78833489-6a1c-4fba-b4d5-e4c5869427ed,PART SOCIALE CAISSE EPARGNE,4180,,10,,0
ec22b8cc-6968-4bca-af50-1016ca18a9a1,SCI [Données non publiées],94500,27,27,,0
06aad3cf-e488-4cf7-83f5-24857c62323d,LACLAREE,129390,3,10000,Pas de nouvelle valorisation depuis 2022,néant
06aad3cf-e488-4cf7-83f5-24857c62323d,Alstom,548,,32,Valorisation au 4.8.2024,néant
06aad3cf-e488-4cf7-83f5-24857c62323d,Bouygues SA,356728,0,11808,Valorisation au 4.8.2024,Néant
06aad3cf-e488-4cf7-83f5-24857c62323d,SCI [Données non publiées],231978,37,3772,"
        [Données non publiées]
    ",Néant
06aad3cf-e488-4cf7-83f5-24857c62323d,Sedrim 12,0,0,1,,0
06aad3cf-e488-4cf7-83f5-24857c62323d,Fleur de café,0,0,1,,0
06aad3cf-e488-4cf7-83f5-24857c62323d,SAS Les Angéliques,0,0,1,,0
62ff2064-cfd6-464f-8468-6aa2f0c8d453,SARL LE BELVEDERE,25000,50,500,,NEANT
5bf64553-38f5-4608-ad0d-bf63ae827cbe,Sci [Données non publiées],210000,70,70,,Aucune
2bbaf448-92c4-4f53-96bd-efb9b881b3f1,Néant,0,0,0,Néant,0
32dac745-6a18-4ea3-a965-9c4321dc4c1b,seche environnement,1707,,50,PEA,0
32dac745-6a18-4ea3-a965-9c4321dc4c1b,bouygues,1664,,50,PEA,0
32dac745-6a18-4ea3-a965-9c4321dc4c1b,veolia environnement,1116,,57,PEA,0
32dac745-6a18-4ea3-a965-9c4321dc4c1b,orapi,600,,115,PEA,0
32dac745-6a18-4ea3-a965-9c4321dc4c1b,engie,556,,48,PEA,0
32dac745-6a18-4ea3-a965-9c4321dc4c1b,natixis,303,,132,PEA,0
32dac745-6a18-4ea3-a965-9c4321dc4c1b,archos,10,,244,PEA,0
32dac745-6a18-4ea3-a965-9c4321dc4c1b,air france,3747,,1009,compte titres,0
32dac745-6a18-4ea3-a965-9c4321dc4c1b,orapi bsa,35,,57,compte titres,0
32dac745-6a18-4ea3-a965-9c4321dc4c1b,cefp,1043,,4,cefp,0
32dac745-6a18-4ea3-a965-9c4321dc4c1b,air france,8940,,2288,PEE air france,0
01fe44fd-7025-4ea2-a0b8-0523cd0bf411,SELARL Yadan & Benghozi avocats,55000,50,100,société créé le 1er juin 2024. Ma rémunération pour la période du 1er juin 2024 au 5 août 2024 est de 2444. Cette somme demeure bloquée en vertu du règlement intérieur de la société.,0
01fe44fd-7025-4ea2-a0b8-0523cd0bf411,YAD FAMILY,102465,99,99,"Je détiens 99 parts en nue propriété et 
        [Données non publiées]
     la totalité de l'usufruit. La valeur de mes droits peuvent être valorisés à 50 % de la valeur des parts dont je suis nue-propriétaire. Ma quote-part est donc égale à 49 50 %",0
01fe44fd-7025-4ea2-a0b8-0523cd0bf411,SCI [Données non publiées],200,33,20,valeur purement théorique la société n'ayant aucun actif aucun passif ni aucune activité.,0
5485d15e-5336-4588-a0d4-e992f4bf2cbf,Banque populaire [Données non publiées],26000,,1620,"
        [Données non publiées]
    ",70 €
4a514d1c-6839-4447-8d01-b78b5e145458,SCI [Données non publiées],500,25,25,,0
0c519a2d-1f4c-4ec3-a64f-6c466384c2cd,CAISSE EPARGNE [Données non publiées],480,0,1,PARTS SOCIALES D ETABLISSEMENT BANCAIRE,3.68 € EN 2021
0c519a2d-1f4c-4ec3-a64f-6c466384c2cd,CREDIT AGRICOLE [Données non publiées],153,0,100,PARTS SOCIALES D ETABLISSEMENT BANCAIRE,1.30 € EN 2021
0c519a2d-1f4c-4ec3-a64f-6c466384c2cd,CREDIT AGRICOLE [Données non publiées],179,0,117,PARTS SOCIALES D ETABLISSEMENT BANCAIRE,1.52 € EN 2021
0c519a2d-1f4c-4ec3-a64f-6c466384c2cd,AIR FRANCE KLM,349,0,100,,0 EN 2020 et 2021
0c519a2d-1f4c-4ec3-a64f-6c466384c2cd,NATIXIS,0,0,0,Vente le 26 Juillet 2021 pour 984 €,Paiement le 10/07/2021 de 10.35 €
0c519a2d-1f4c-4ec3-a64f-6c466384c2cd,SCIC LEPICERIE AIRVAULT,50,0,1,1 PART SOCIALE DE LA SCIC LEPICERIE AIRVAULT (COMMERCE LOCAL),0 DEPUIS LA CREATION EN 2019
e85c2d9e-542c-4af1-bced-b3761f549f87,SARL Les Négociateurs,7396,1,4,,En Net 28718 € à l'année(2018) En net 23356€ en 2019
e85c2d9e-542c-4af1-bced-b3761f549f87,SARL [Données non publiées],86728,18,164,,0
e85c2d9e-542c-4af1-bced-b3761f549f87,SCI [Données non publiées],10,1,1,,0
e85c2d9e-542c-4af1-bced-b3761f549f87,SCI [Données non publiées],250,25,25,,0
e85c2d9e-542c-4af1-bced-b3761f549f87,SCI [Données non publiées],304,50,20,,revenu locatif 2019:12207 euros
5713863f-0152-4d23-9273-f9b1ec782a07,Poste Habitat Normandie,20,0,100,,0
b5c2f5d8-5c61-4566-a9b9-0e1ce179e300,SCI [Données non publiées],0,50,50,j'ai indiqué les revenus fonciers déclarés pour l'impôt sur le revenu pour l'année 2019,11274
b5c2f5d8-5c61-4566-a9b9-0e1ce179e300,SCI [Données non publiées],0,40,40,,0
b5c2f5d8-5c61-4566-a9b9-0e1ce179e300,SCI [Données non publiées],0,50,50,,0
de949ea7-3116-4a86-9555-0c82a20620af,neant,0,0,0,aucune,0
ffc788a8-630d-4ba9-8dc6-de26eae5d49e,Kherillo SARL,357669,59,200,,0
14456da1-9f14-42b0-a4b8-b9ed691c4e5b,TRIPLE GALOP,15,1,1,,0
c046aaa3-08f9-4049-8a72-919b6a9cf0e2,SCI [Données non publiées],732943,99,884208,"Les revenus sont ceux de l'année 2020 pour le montant net fiscal déclarés au titre de l'impôt sur le revenu dans la rubrique ""Revenus Fonciers""",34712
7b3abec4-664f-4c5e-8829-736841a9ed8d,SCI [Données non publiées],130000,11,130000,,0€
e8187330-5865-46c7-b6df-578bd774abb0,Société Iotize,4700,1,470,,0
c06fd23a-ff46-4c38-ad99-de2ddf296ddb,ARDIES Conseil SARL Conseil en intelligence économique,4500,50,50,Actionnaire à 50 % - ne perçois aucune gratification pour ces missions,0 €
c06fd23a-ff46-4c38-ad99-de2ddf296ddb,SCI [Données non publiées],2500,25,25,Gérant et actionnaire à 25% - ne perçois aucune gratification pour ces missions,0€
661581d6-92f6-4efb-98c9-daa25db27117,Frédéric LAPORTE Participations,1900000,100,180000,,0
661581d6-92f6-4efb-98c9-daa25db27117,[Données non publiées],15000,50,1000,"
        [Données non publiées]
    ",0
661581d6-92f6-4efb-98c9-daa25db27117,LAPORTE Investissements Locatifs Immobiliers,50000,99,99,"
        [Données non publiées]
    ",0
1e54b048-55a4-450e-b3e7-f08a253b5528,SCI [Données non publiées],400000,50,50,,0
245a1c7f-eb82-4b68-94c2-c6e66e37b505,EARL [Données non publiées],224850,83,1499,,12000
5f1539b8-0fc2-4dca-be60-cf7e621492d8,RIESTER SAS,8712939,79,1440,,0€ en 2023
5f1539b8-0fc2-4dca-be60-cf7e621492d8,SCI [Données non publiées],432000,100,100,,102466€ en 2023
5f1539b8-0fc2-4dca-be60-cf7e621492d8,SCI [Données non publiées],249000,90,90,,0€ en 2023
5f1539b8-0fc2-4dca-be60-cf7e621492d8,SCI [Données non publiées],400,0,2,,71€ en 2023
5f1539b8-0fc2-4dca-be60-cf7e621492d8,SCI [Données non publiées],1200000,90,90,,2679841€ en 2023
5f1539b8-0fc2-4dca-be60-cf7e621492d8,SCI [Données non publiées],260000,80,80,,190338€ en 2023
5f1539b8-0fc2-4dca-be60-cf7e621492d8,SCI [Données non publiées],556000,80,80,,27964€ en 2023
5f1539b8-0fc2-4dca-be60-cf7e621492d8,SCI [Données non publiées],96000,80,1000,,0€ en 2023
5f1539b8-0fc2-4dca-be60-cf7e621492d8,SCI [Données non publiées],95000,100,1500,,1646416€ en 2023
5f1539b8-0fc2-4dca-be60-cf7e621492d8,SCI [Données non publiées],0,100,1000,,10€ en 2023
5f1539b8-0fc2-4dca-be60-cf7e621492d8,SCI [Données non publiées],600,60,1000,,0€ en 2023
a92b7a3b-85db-4413-b5d3-8d602e40ba2b,Holding BICI,400,20,20,"
        [Données non publiées]
    ",0
e33a8410-69ea-4566-9c26-38e32217d539,AARPI STAS,0,1,1,"
        [Données non publiées]
    ","Rémunération fixe mensuelle de 7500€. Celle-ci peut le cas échéant être complétée par une participation aux bénéfices, selon les résultats déterminés à l'issue de la clôture de l'année fiscale."
253446fc-b15b-4fa4-8ac2-7bb8f930e285,LBPAM RESPONS ACT ENVIRONNEMENT,20,0,1,2011,",95"
16c913c6-75a5-492c-bb5f-25fd142c76d1,Performance Ingénierie,0,20,200,Cette société ne m'a jamais versé de dividendes,0 Euros
88d99302-9e48-4f4a-89fd-3cc6a574410e,SCI [Données non publiées],1000,10,10,SCI en sommeil depuis sa création,0
156107a2-9935-40f6-b863-70f749e27268,Orange,108,,9,9 actions orange,0
47889506-a1cd-46f0-aa81-82cd0eaaa33c,GAEC [Données non publiées],120000,50,16000,,18000
d443912f-4cc2-46e5-843b-fa438dec3f7f,AIRBUS NL,5710,,87,,NEANT
d443912f-4cc2-46e5-843b-fa438dec3f7f,CARREFOUR FR,529,,39,,NEANT
d443912f-4cc2-46e5-843b-fa438dec3f7f,FFP FR,6195,,94,,NEANT
d443912f-4cc2-46e5-843b-fa438dec3f7f,KORIAN FR,5268,,158,,NEANT
d443912f-4cc2-46e5-843b-fa438dec3f7f,LVMH MOET HENNESSY FR,7934,,20,,NEANT
d443912f-4cc2-46e5-843b-fa438dec3f7f,ORANGE FR,8377,,780,,NEANT
d443912f-4cc2-46e5-843b-fa438dec3f7f,RENAIS EUROPE I 4D,7257,0,38,,NEANT
d443912f-4cc2-46e5-843b-fa438dec3f7f,SYCOM SEL,7576,,20,,NEANT
d443912f-4cc2-46e5-843b-fa438dec3f7f,TOTAL SE FR,9526,,275,,NEANT
d443912f-4cc2-46e5-843b-fa438dec3f7f,VINCI FR,95210,,1134,,NEANT
d443912f-4cc2-46e5-843b-fa438dec3f7f,VINCI FR,89082,,1061,,2875
6af7c4f3-3625-49b9-b9aa-b7921c9029e3,SCEA [Données non publiées],0,0,0,je suis à la retraite depuis le 1/11/2021,0
6af7c4f3-3625-49b9-b9aa-b7921c9029e3,SCI [Données non publiées],500,50,500,,0
df1f9b34-e87e-422a-a9b3-dc609ac46b18,Crédit agricole,20,,20,"
        [Données non publiées]
    ",0
df1f9b34-e87e-422a-a9b3-dc609ac46b18,Crédit agricole,3198,,3086,"
        [Données non publiées]
    ",0
86d6ce89-9f13-460c-a0dd-c31e0893b9fa,vivescia,11500,,460,dépréciation de l'action,valeur au 4/10/2021 7889 euros
86d6ce89-9f13-460c-a0dd-c31e0893b9fa,crédit agricole,5269,,3513,Parts sociales détenues en qualité de sociétaire de la banque mutualiste,"75 euros (1,5 %)"
86d6ce89-9f13-460c-a0dd-c31e0893b9fa,Scea [Données non publiées],85000,46,560,,0
86d6ce89-9f13-460c-a0dd-c31e0893b9fa,Sci [Données non publiées],450,90,50,,0
8a1a7bf9-ad65-41b4-88d8-788a6b077884,Equerre concept,74400,48,48,"
        [Données non publiées]
    ",0
8a1a7bf9-ad65-41b4-88d8-788a6b077884,SUD BAT,62400,48,48,"SudBat est propriétaire de 1/4 d'une maison achetée 1050000 avec 770000 de credit. le capital net est donc estimé à 1/4 de 280 000 euros soit 70 000 euros. 33600 euros correspond donc à 48 pour cent de ce calcul. 
        [Données non publiées]
    ",0
8a1a7bf9-ad65-41b4-88d8-788a6b077884,SCI [Données non publiées],125000,50,375,,0
8a1a7bf9-ad65-41b4-88d8-788a6b077884,SCI [Données non publiées],254284,21,24,Statut ancien et est cours de finalisation chez le notaire,0
dc24be25-7c58-4fd0-9016-069da7780005,SCI [Données non publiées],13000,8,250,"
        [Données non publiées]
    ",0
dc24be25-7c58-4fd0-9016-069da7780005,BNP PARIBAS,2823,,45,,207
dc24be25-7c58-4fd0-9016-069da7780005,SANOFI,1386,,15,,56
dc24be25-7c58-4fd0-9016-069da7780005,TOTAL ENERGIES,4935,,78,,227
dc24be25-7c58-4fd0-9016-069da7780005,UNIBAIL RODAMCO,3065,,40,,100
dc24be25-7c58-4fd0-9016-069da7780005,BANQUE POPULAIRE AURA,7088,,443,"
        [Données non publiées]
    ",88
dc24be25-7c58-4fd0-9016-069da7780005,CREDIT AGRICOLE [Données non publiées],60,,40,"
        [Données non publiées]
    ",1
dc24be25-7c58-4fd0-9016-069da7780005,CARREFOUR,1598,,113,,98
dc24be25-7c58-4fd0-9016-069da7780005,FORVIA,33,,3,,2
dc24be25-7c58-4fd0-9016-069da7780005,FDJ,3953,,119,,211
dc24be25-7c58-4fd0-9016-069da7780005,SAINT GOBAIN,2213,,40,,84
dc24be25-7c58-4fd0-9016-069da7780005,STELLANTIS,3900,,209,,324
b415240e-4f79-4c6d-ac0a-8e9cf7394177,air liquide,5335,,34,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,Airbus,4643,,30,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,Alten,3162,,40,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,Beiersdorf,2604,,21,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,Christian Dior,5445,,9,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,Gentili Mosconi,1477,,591,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,Hermes Intl,11610,,5,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,interparfums,3264,,80,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,Kering,2859,,12,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,l oreal,3418,,10,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,LVMH,3813,,6,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,Michelin,3180,,100,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,Montbeu étoile 3 D,16445,,1294,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,PUIG Brands,2282,,128,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,RemyCointreau,1752,,30,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,total energies SE,3682,,69,"
        [Données non publiées]
    ",aucune
b415240e-4f79-4c6d-ac0a-8e9cf7394177,Dassault,1972,,10,,0
d63d27c6-51fe-40ee-9ea7-a15bea33c0f3,Caisse d'Epargne [Données non publiées],60,,3,,0
d63d27c6-51fe-40ee-9ea7-a15bea33c0f3,Société Coopérative d Intérêt Collectif Le Média,40,,40,,0
d13b4bfd-4eec-40b8-aaf4-ceb96eebf99a,sofidy effimo,24422,,128,,2000
d13b4bfd-4eec-40b8-aaf4-ceb96eebf99a,sofidy immorente,68544,,224,,2804
62fb6868-ba2a-43de-a5a6-6b30383ed1a5,SCI [Données non publiées],762,14,50,,0
62fb6868-ba2a-43de-a5a6-6b30383ed1a5,SCI [Données non publiées],850,85,85,,0
2a338dfe-d0af-4126-a9d1-7229bc3c7184,SCI [Données non publiées],30931,50,50,,0 euro
2a338dfe-d0af-4126-a9d1-7229bc3c7184,sci [Données non publiées],-10692,50,50,,0 euro
2a338dfe-d0af-4126-a9d1-7229bc3c7184,sarl spg,10000,50,50,,0 euro
2a338dfe-d0af-4126-a9d1-7229bc3c7184,SAS JC LOC,0,45,45,SOCIETE EN SOMMEIL,0
f66f1304-b2c3-48c3-9f2f-156945df6844,Bpalc,472,,63,,Quelques euros tous les ans au titre des intérêts
379c942b-d084-4cd6-af34-ce86d844f27b,SARL RISQUES SOLUTIONS COURTAGE,6995,49,6995,,0
a3b1d582-5208-4f9d-a244-69c1dab7baa7,SEML DU PLATEAU,100,1,1,Pas de rémunération perçue. les 100€ représentent la valeur d'1 action me permettant de présider la structure. les dividendes restent à la SEML sur décision récurrente du conseil d'administration.,100€ annuels (voir commentaire)
e177394a-c92b-4333-81de-336b031c0a4d,AIRBUS,17006,0,149,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,AKZO NOBEL,7625,0,74,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,ALLIANZ,10140,0,48,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,ASML HOLDING,18348,0,29,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,CAPGEMINI,8467,0,48,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,CARLSBERG S.B,7390,0,47,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,CREDIT AGRICOLE,8571,0,727,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,CRH,8371,0,201,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,EIFFAGE,8772,0,101,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,FRESENIUS,6955,0,152,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,PROSUS,5211,0,74,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,PUMA,8544,0,82,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,SANOFI,3387,0,39,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,SAP,10061,0,84,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,SIEMENS,6650,0,50,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,STELLANTIS,7060,0,446,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,STMICROELECTRONICS,6574,0,200,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,TELEPERFORMANCE,4937,0,14,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,TOTALENERGIES SE,6333,0,173,"
        [Données non publiées]
    ",NS
e177394a-c92b-4333-81de-336b031c0a4d,UBISOFT ENTERAIN,6371,0,117,"
        [Données non publiées]
    ",NS
0d5319fb-75b4-48db-b05f-d7cefc3d69ef,accor,1713,,55,,57€ dividende annuel
0d5319fb-75b4-48db-b05f-d7cefc3d69ef,atari,1155,,3040,,0
0d5319fb-75b4-48db-b05f-d7cefc3d69ef,bouygues,1736,,50,,0
0d5319fb-75b4-48db-b05f-d7cefc3d69ef,electricité de madagascar,1338,,408,,0
0d5319fb-75b4-48db-b05f-d7cefc3d69ef,elior,883,,150,,36€ dividende annuel
0d5319fb-75b4-48db-b05f-d7cefc3d69ef,engie,3407,,275,,131€ dividende annuel
0d5319fb-75b4-48db-b05f-d7cefc3d69ef,europcar,562,,660,,0
0d5319fb-75b4-48db-b05f-d7cefc3d69ef,groupe georges,1346,0,50,,16€ dividende annuel
0d5319fb-75b4-48db-b05f-d7cefc3d69ef,haulotte,626,,115,,25€ dividende annuel
0d5319fb-75b4-48db-b05f-d7cefc3d69ef,lucibel,940,,800,,0
0d5319fb-75b4-48db-b05f-d7cefc3d69ef,orange,1630,,160,,112€ dividende annuel
0d5319fb-75b4-48db-b05f-d7cefc3d69ef,solocal,838,,281,,0
0d5319fb-75b4-48db-b05f-d7cefc3d69ef,technip,1997,,250,,65€ dividende annuel
0d5319fb-75b4-48db-b05f-d7cefc3d69ef,vallourec,683,,24,,0
375a5471-9c3d-46a5-a2da-b7b7082401cf,AXSENS,117504,6,459,détenu par conjoint,0
375a5471-9c3d-46a5-a2da-b7b7082401cf,SIMPLIC,50000,100,2500,Détenu par conjoint,0
aa1455cb-402e-4188-ba9f-1a4afcc3b6a4,BLANCHET IMMOBILIER,1580000,89,89,,0
aa1455cb-402e-4188-ba9f-1a4afcc3b6a4,BLANCHET DEVELOPPEMENT,5175000,90,90,,163946
aa1455cb-402e-4188-ba9f-1a4afcc3b6a4,SC [Données non publiées],1190,23,23,,0
aa1455cb-402e-4188-ba9f-1a4afcc3b6a4,SCI [Données non publiées],14000,,100,parts détenues en nue-propriété,0
aa1455cb-402e-4188-ba9f-1a4afcc3b6a4,SCI [Données non publiées],342,,1,,0
aa1455cb-402e-4188-ba9f-1a4afcc3b6a4,SCI [Données non publiées],19,,1,,0
aa1455cb-402e-4188-ba9f-1a4afcc3b6a4,SCI [Données non publiées],223,,1,,0
aa1455cb-402e-4188-ba9f-1a4afcc3b6a4,SCI [Données non publiées],71975,,713,,0
a3441198-675a-4370-a1a7-817530a18ab2,Banque Populaire [Données non publiées],7200,0,72,Parts sociales d'une banque coopérative,Néant
a3441198-675a-4370-a1a7-817530a18ab2,Crédit Agricole [Données non publiées],1036,0,678,Parts sociales d'une banque mutualiste.,Néant
637e78e3-ff1c-45d8-b00c-f6f1ca53aebe,Air Liquide,25094,,157,"
        [Données non publiées]
    ",0
637e78e3-ff1c-45d8-b00c-f6f1ca53aebe,ENGIE,494,,34,"
        [Données non publiées]
    ",0
637e78e3-ff1c-45d8-b00c-f6f1ca53aebe,FIP [Données non publiées],842,,10,"
        [Données non publiées]
    ",0
aa352f9f-2cdc-4b80-bb27-e76e2d397272,SAS Atlantic Escape Game,10000,60,60,En cours de clôture pour 2023,0
aa352f9f-2cdc-4b80-bb27-e76e2d397272,SCI [Données non publiées],80000,50,3000,,8376
aa352f9f-2cdc-4b80-bb27-e76e2d397272,SCI [Données non publiées],0,50,3000,Sans Activité,0
aa352f9f-2cdc-4b80-bb27-e76e2d397272,SCI [Données non publiées],0,50,3000,,Sans activité
